SchemeCode,AMC,SchemeName,ISIN,ISINdivReinvestment,SchemeType,Category
100378,Nippon India Mutual Fund,Nippon India Vision Large & Mid Cap Fund - Regular Plan - IDCW Option,INF204K01372,INF204K01380,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund
100379,Nippon India Mutual Fund,Nippon India Vision Large & Mid Cap Fund - Regular Plan - Bonus Option,INF204K01398,,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund
100380,Nippon India Mutual Fund,Nippon India Vision Large & Mid Cap Fund - Regular Plan - GROWTH Option,INF204K01406,,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund
100381,UTI Mutual Fund,UTI Large Cap Fund-Income Option,,,Open Ended Schemes,Income
100382,UTI Mutual Fund,UTI Large Cap Fund-Growth Option,,,Open Ended Schemes,Income
100383,Nippon India Mutual Fund,Nippon India Medium to Long Term Fund - Regular Plan - MONTHLY IDCW Option,INF204K01CN7,INF204K01CO5,Open Ended Schemes,Income/Debt Oriented Schemes - Medium to Long Term Fund
100384,Nippon India Mutual Fund,Nippon India Medium to Long Term Fund - Regular Plan - QUARTERLY IDCW Option,INF204K01CP2,INF204K01CQ0,Open Ended Schemes,Income/Debt Oriented Schemes - Medium to Long Term Fund
100385,Nippon India Mutual Fund,Nippon India Medium to Long Term Fund - Regular Plan - HALF YEARLY - IDCW Option,INF204K01CR8,INF204K01CS6,Open Ended Schemes,Income/Debt Oriented Schemes - Medium to Long Term Fund
100386,Nippon India Mutual Fund,Nippon India Medium to Long Term Fund - Regular Plan - ANNUAL IDCW Option,INF204K01CT4,INF204K01CU2,Open Ended Schemes,Income/Debt Oriented Schemes - Medium to Long Term Fund
100387,Nippon India Mutual Fund,Nippon India Medium to Long Term Fund - Regular Plan - Growth Option,INF204K01CL1,,Open Ended Schemes,Income/Debt Oriented Schemes - Medium to Long Term Fund
100388,Nippon India Mutual Fund,Nippon India Medium to Long Term Fund - Regular Plan - Bonus Option,INF204K01CM9,,Open Ended Schemes,Income/Debt Oriented Schemes - Medium to Long Term Fund
100414,Tata Mutual Fund,Tata Aggressive Hybrid Fund - Regular Plan - Growth Option,INF277K01303,,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund
100415,Tata Mutual Fund,Tata Ethical Fund - Regular Plan - Growth Option,INF277K01956,,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic
100416,Tata Mutual Fund,Tata Long Term Debt Fund - Regular Plan - Quarterly Dividend,,,Open Ended Schemes,Income
100417,Tata Mutual Fund,Tata Income Fund-Regular Plan - Half Yearly Payout of IDCW Option,,,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund
100418,Tata Mutual Fund,Tata Income Fund -Regular Plan - Growth Option,,,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund
100470,Franklin Templeton Mutual Fund,Franklin India Large Cap Fund - Regular Plan - IDCW,INF090I01155,INF090I01163,Open Ended Schemes,Equity Scheme - Large Cap Fund
100471,Franklin Templeton Mutual Fund,Franklin India Large Cap Fund - Regular Plan - Growth,INF090I01171,,Open Ended Schemes,Equity Scheme - Large Cap Fund
100472,Franklin Templeton Mutual Fund,Franklin India Mid Cap Fund - Regular Plan - IDCW,INF090I01726,INF090I01734,Open Ended Schemes,Equity Scheme - Mid Cap Fund
100473,Franklin Templeton Mutual Fund,Franklin India Mid Cap Fund - Regular Plan - Growth,INF090I01809,,Open Ended Schemes,Equity Scheme - Mid Cap Fund
100474,Tata Mutual Fund,Tata ELSS - Tax Saver Fund - Regular Plan - Payout of IDCW Option,INF277K01I60,,Open Ended Schemes,Equity Schemes - ELSS- Tax Saver Fund
100475,Tata Mutual Fund,Tata Large Cap Fund - Regular Plan - Growth Option,INF277K01931,,Open Ended Schemes,Equity Scheme - Large Cap Fund
100476,Taurus Mutual Fund,Taurus Flexi Cap Fund - Regular Plan - Growth,INF044D01989,,Open Ended Schemes,Equity Scheme - Flexi Cap Fund
100477,Taurus Mutual Fund,Taurus Mid Cap Fund - Regular Plan - Growth,INF044D01815,,Open Ended Schemes,Equity Scheme - Mid Cap Fund
100480,Taurus Mutual Fund,Taurus ELSS Tax Saver Fund - Regular Plan - Growth,INF044D01AC9,,Open Ended Schemes,Equity Scheme - ELSS
100481,Franklin Templeton Mutual Fund,Franklin India Balanced Fund-Growth,,,Open Ended Schemes,Income
100482,Franklin Templeton Mutual Fund,Franklin India Balanced Fund-Div,,,Open Ended Schemes,Income
100483,Franklin Templeton Mutual Fund,Franklin India Growth Fund,,,Open Ended Schemes,Income
100484,Franklin Templeton Mutual Fund,Franklin India NSE Nifty 50 Index Fund - Regular Plan - Growth,INF090I01890,,Open Ended Schemes,Other Scheme - Index Funds
100485,Franklin Templeton Mutual Fund,Franklin India Govt.Sec. Fund-Composite Plan - Growth,,,Open Ended Schemes,Income
100486,Franklin Templeton Mutual Fund,Franklin India Govt.Sec. Fund-Composite Plan - Dividend,,,Open Ended Schemes,Income
100487,Franklin Templeton Mutual Fund,Franklin India Govt.Sec. Fund-Treasury Plan(Dividend Option),,,Open Ended Schemes,Income
100489,Franklin Templeton Mutual Fund,Franklin India Govt.Sec. Fund-Treasury Plan(Growth Option),,,Open Ended Schemes,Income
100490,Franklin Templeton Mutual Fund,Franklin India Govt.Sec. Fund-PF Plan - Growth,,,Open Ended Schemes,Income
100491,Franklin Templeton Mutual Fund,Franklin India Govt.Sec. Fund-PF Plan - Dividend,,,Open Ended Schemes,Income
100493,Franklin Templeton Mutual Fund,Franklin India Gilt Fund - Regular Plan - Growth,INF090I01CU9,,Open Ended Schemes,Income/Debt Oriented Schemes - Gilt Fund
100494,Franklin Templeton Mutual Fund,Franklin India Gilt Fund - Regular Plan - Quarterly IDCW,INF090I01CS3,INF090I01CT1,Open Ended Schemes,Income/Debt Oriented Schemes - Gilt Fund
100495,Franklin Templeton Mutual Fund,Franklin India Govt.Sec. Fund-Long Term Plan - Bonus,,,Open Ended Schemes,Income
100496,Franklin Templeton Mutual Fund,Templeton India Value Fund - Regular Plan - Growth,INF090I01296,,Open Ended Schemes,Equity Scheme - Value Fund
100497,Franklin Templeton Mutual Fund,Templeton India Value Fund - Regular Plan - IDCW,INF090I01270,INF090I01288,Open Ended Schemes,Equity Scheme - Value Fund
100498,Franklin Templeton Mutual Fund,Franklin India Dynamic Accrual Fund - IDCW ,,,Open Ended Schemes,Debt Scheme - Dynamic Bond
100499,Franklin Templeton Mutual Fund,Franklin India Dynamic Accrual Fund-Growth,,,Open Ended Schemes,Debt Scheme - Dynamic Bond
100501,Franklin Templeton Mutual Fund,Templeton India Liquid Fund-Growth,,,Open Ended Schemes,Income
100503,Franklin Templeton Mutual Fund,Franklin India Low Duration Fund - Monthly - IDCW,,,Open Ended Schemes,Debt Scheme - Low Duration Fund
100504,Franklin Templeton Mutual Fund,Franklin India Low Duration Fund - Quarterly - IDCW,,,Open Ended Schemes,Debt Scheme - Low Duration Fund
100505,Franklin Templeton Mutual Fund,Templeton Monthly Income Plan-Half Yearly Dividend,,,Open Ended Schemes,Income
100506,Franklin Templeton Mutual Fund,Templeton Monthly Income Plan-Growth,,,Open Ended Schemes,Income
100519,Franklin Templeton Mutual Fund,Franklin India Flexi Cap Fund - Regular Plan - IDCW,INF090I01213,INF090I01221,Open Ended Schemes,Equity Scheme - Flexi Cap Fund
100520,Franklin Templeton Mutual Fund,Franklin India Flexi Cap Fund - Regular Plan - Growth,INF090I01239,,Open Ended Schemes,Equity Scheme - Flexi Cap Fund
100521,Franklin Templeton Mutual Fund,Franklin India Technology Fund - Regular Plan - IDCW,INF090I01759,INF090I01767,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic
100522,Franklin Templeton Mutual Fund,Franklin India Technology Fund - Regular Plan - Growth,INF090I01742,,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic
100523,Franklin Templeton Mutual Fund,Franklin FMCG Fund - Growth,,,Open Ended Schemes,Income
100524,Franklin Templeton Mutual Fund,Franklin India Opportunities Fund - Regular Plan - IDCW,INF090I01858,INF090I01866,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic
100525,Franklin Templeton Mutual Fund,Franklin India ELSS Tax Saver Fund - Regular Plan - IDCW,INF090I01783,INF090I01791,Open Ended Schemes,Equity Scheme - ELSS
100526,Franklin Templeton Mutual Fund,Franklin India ELSS Tax Saver Fund - Regular Plan - Growth,INF090I01775,,Open Ended Schemes,Equity Scheme - ELSS
100527,Franklin Templeton Mutual Fund,Franklin India Corporate Bond Fund - Regular Plan - Annual IDCW,INF090I01DH4,INF090I01DI2,Open Ended Schemes,Income/Debt Oriented Schemes - Corporate Bond Fund
100528,Franklin Templeton Mutual Fund,Franklin India Corporate Bond Fund - Regular Plan - Growth,INF090I01DG6,,Open Ended Schemes,Income/Debt Oriented Schemes - Corporate Bond Fund
100529,Franklin Templeton Mutual Fund,Franklin India Corporate Bond Fund - Regular Plan - Monthly IDCW,INF090I01DJ0,INF090I01DK8,Open Ended Schemes,Income/Debt Oriented Schemes - Corporate Bond Fund
100530,Franklin Templeton Mutual Fund,Franklin India Corporate Bond Fund - Regular Plan - Quarterly IDCW,INF090I01DL6,INF090I01DM4,Open Ended Schemes,Income/Debt Oriented Schemes - Corporate Bond Fund
100531,Franklin Templeton Mutual Fund,Franklin India Corporate Bond Fund - Regular Plan - Half Yearly IDCW,INF090I01DN2,INF090I01DO0,Open Ended Schemes,Income/Debt Oriented Schemes - Corporate Bond Fund
100532,Franklin Templeton Mutual Fund,Franklin India Corporate Debt Fund - Monthly Bonus,,,103182;-;-;Aditya Birla Sun Life Income Fund-Plan G,54EB Growth
100535,Franklin Templeton Mutual Fund,Franklin India Retirement Fund - Regular Plan - IDCW,INF090I01528,INF090I01536,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund
100536,Franklin Templeton Mutual Fund,Franklin India Retirement Fund - Regular Plan - Growth,INF090I01510,,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund
100537,Franklin Templeton Mutual Fund,Franklin India Liquid Fund - Regular Plan - Weekly IDCW,INF090I01BL0,INF090I01BI6,Open Ended Schemes,Debt Scheme - Liquid Fund
100538,Franklin Templeton Mutual Fund,Franklin India Liquid Fund - Regular Plan - Growth,INF090I01BB1,,Open Ended Schemes,Debt Scheme - Liquid Fund
100541,Franklin Templeton Mutual Fund,Franklin India Liquid Fund - Regular Plan - Daily IDCW,,INF090I01BA3,Open Ended Schemes,Debt Scheme - Liquid Fund
100542,Franklin Templeton Mutual Fund,Franklin India Liquid Fund - Liquid Plan - Weekly Dividend,,,Open Ended Schemes,Income
100543,Franklin Templeton Mutual Fund,Franklin India Liquid Fund - Liquid Plan - Daily Dividend,,,Open Ended Schemes,Income
100544,Franklin Templeton Mutual Fund,Franklin India Liquid Fund - Liquid Plan - Growth,,,Open Ended Schemes,Income
100546,Franklin Templeton Mutual Fund,Franklin India Liquid Fund - Regular Plan - Super Institutional Growth,INF090I01BG0,,Open Ended Schemes,Debt Scheme - Liquid Fund
100547,Franklin Templeton Mutual Fund,Franklin India Liquid Fund - Regular Plan - Super Institutional Daily IDCW,,INF090I01BF2,Open Ended Schemes,Debt Scheme - Liquid Fund
100548,Franklin Templeton Mutual Fund,Franklin India Liquid Fund - Regular Plan - Super Institutional Weekly IDCW,INF090I01BM8,INF090I01BH8,Open Ended Schemes,Debt Scheme - Liquid Fund
100549,Franklin Templeton Mutual Fund,Franklin India Aggressive Hybrid Fund - Regular Plan - IDCW,INF090I01825,INF090I01833,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund
100550,Franklin Templeton Mutual Fund,Franklin India Aggressive Hybrid Fund - Regular Plan - Growth,INF090I01817,,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund
100551,Franklin Templeton Mutual Fund,Templeton India Children’s Asset Plan-Education Plan,,,Open Ended Schemes,Income
100552,Franklin Templeton Mutual Fund,Templeton India Children’s Asset Plan-Gift Plan - Growth,,,Open Ended Schemes,Income
100553,Franklin Templeton Mutual Fund,Templeton India Children’s Asset Plan-Gift Plan - Dividend,,,Open Ended Schemes,Income
100555,Franklin Templeton Mutual Fund,Franklin India Taxshield 96,,,Close Ended Schemes,Income
100556,Franklin Templeton Mutual Fund,Franklin India Taxshield 97,,,Close Ended Schemes,Income
100557,Franklin Templeton Mutual Fund,Franklin India Taxshield 98,,,Close Ended Schemes,Income
100558,Franklin Templeton Mutual Fund,Franklin India Taxshield 99,,,Close Ended Schemes,Income
100561,Franklin Templeton Mutual Fund,Templeton India Money Market Account - Bonus Plan,,,Open Ended Schemes,Income
100563,DBS Chola Mutual Fund,DBS Chola Triple Ace-Regular -Cumulative,,,Open Ended Schemes,Income
100567,DBS Chola Mutual Fund,DBS Chola Triple Ace-Regular - Quarterly Dividend,,,Open Ended Schemes,Income
100569,DBS Chola Mutual Fund,DBS Chola Triple Ace-Semi Annual Dividend,,,Open Ended Schemes,Income
100573,DBS Chola Mutual Fund,DBS Chola Triple Ace-Regular Bonus,,,Open Ended Schemes,Income
100574,DBS Chola Mutual Fund,DBS Chola Freedom Income -Short Term Fund-Regular-Monthly Dividend,,,Open Ended Schemes,Income
100575,DBS Chola Mutual Fund,DBS Chola Freedom Income -Short Term Fund-Regular - Cumulative,,,Open Ended Schemes,Income
100576,DBS Chola Mutual Fund,DBS Chola Freedom Income -Short Term Fund-Cum- Institutional Plan,,,Open Ended Schemes,Income
100579,DBS Chola Mutual Fund,DBS Chola Gilt-Investment-Quarterly Dividend,,,Open Ended Schemes,Income
100580,DBS Chola Mutual Fund,DBS Chola Gilt-Investment-Cumulative,,,Open Ended Schemes,Income
100589,Canara Robeco Mutual Fund,Canara Robeco Expo-Income Plan,,,Open Ended Schemes,Income
100590,Canara Robeco Mutual Fund,Canara Robeco Expo-Growth Plan,,,Open Ended Schemes,Income
100593,Canara Robeco Mutual Fund,Canara Robeco ELSS - Tax Saver Fund - Regular Plan - IDCW (Payout),INF760K01084,INF760K01092,Open Ended Schemes,Equity Schemes - ELSS- Tax Saver Fund
100596,Canara Robeco Mutual Fund,Canara Robeco Gilt Fund - Regular Plan - IDCW (Payout/Reinvestment),INF760K01AB7,INF760K01AC5,Open Ended Schemes,Income/Debt Oriented Schemes - Gilt Fund
100597,Canara Robeco Mutual Fund,Canara Robeco Gilt Fund - Regular Plan - GROWTH OPTION,INF760K01AE1,,Open Ended Schemes,Income/Debt Oriented Schemes - Gilt Fund
100600,Canara Robeco Mutual Fund,Canara Robeco Conservative Hybrid Fund - Regular Plan - MONTHLY IDCW (Payout/Reinvestment),INF760K01308,INF760K01316,Open Ended Schemes,Hybrid Schemes - Conservative Hybrid Fund
100601,Canara Robeco Mutual Fund,Canara Robeco Conservative Hybrid Fund - Regular Plan - GROWTH OPTION,INF760K01282,,Open Ended Schemes,Hybrid Schemes - Conservative Hybrid Fund
100602,Sundaram Mutual Fund,Sundaram Medium Term Fund (Formerly Known as Sundaram Medium Duration Fund) - Regular Plan - IDCW (Income Distribution CUM Capital Withdrawal),INF903J01FR0,INF903J01FU4,Open Ended Schemes,Income/Debt Oriented Schemes - Medium Term Fund
100603,Sundaram Mutual Fund,Sundaram Medium Term Fund (Formerly Known as Sundaram Medium Duration Fund) - Regular Plan - GROWTH,INF903J01FQ2,,Open Ended Schemes,Income/Debt Oriented Schemes - Medium Term Fund
100604,Sundaram Mutual Fund,Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund) Regular Plan - Bonus,INF903J01FX8,,Open Ended Schemes,Debt Scheme - Medium Duration Fund
100605,Sundaram Mutual Fund,Sundaram Medium Term Bond Fund -Institutional Plan(Qtrly Dividend),,,Open Ended Schemes,Debt Scheme - Medium Duration Fund
100606,Sundaram Mutual Fund,Sundaram Medium Term Bond Fund-Institutional Plan(Half-Yearly Dividend),,,Open Ended Schemes,Debt Scheme - Medium Duration Fund
100607,Sundaram Mutual Fund,Sundaram Medium Term Bond Fund -Institutional Plan(Annual Dividend),,,Open Ended Schemes,Debt Scheme - Medium Duration Fund
100608,Sundaram Mutual Fund,Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund) Institutional Plan - Growth,INF903J01FY6,,Open Ended Schemes,Debt Scheme - Medium Duration Fund
100609,Sundaram Mutual Fund,Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund) Regular Plan- Half Yearly Income Distribution cum Capital Withdrawal (IDCW),INF903J01FS8,INF903J01FV2,Open Ended Schemes,Debt Scheme - Medium Duration Fund
100610,Sundaram Mutual Fund,Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund) Regular Plan - Annual Income Distribution cum Capital Withdrawal (IDCW),INF903J01FT6,INF903J01FW0,Open Ended Schemes,Debt Scheme - Medium Duration Fund
100611,Sundaram Mutual Fund,Sundaram Medium Term Bond Fund -Institutional Plan - Bonus Option,,,105556;INF903J01JO9;INF903J01EQ5;Sundaram Low Duration Fund Regular Weekly Dividend,Formerly Super Institutional Plan
100612,Sundaram Mutual Fund,Sundaram Growth Fund-Dividend,,,Open Ended Schemes,Income
100613,Sundaram Mutual Fund,Sundaram Growth Fund-Growth,,,Open Ended Schemes,Income
100614,Sundaram Mutual Fund,Sundaram Value Fund - Regular Plan - IDCW (Income Distribution CUM Capital Withdrawal),INF903J01512,INF903J01520,Open Ended Schemes,Equity Scheme - Value Fund
100617,Sundaram Mutual Fund,Sundaram Equity Hybrid Fund Regular Plan - Growth,,,Open Ended Schemes,Hybrid Scheme - Balanced Hybrid Fund
100618,Sundaram Mutual Fund,Sundaram Money Fund Retail Plan - Growth,,,Open Ended Schemes,Debt Scheme - Liquid Fund
100619,Sundaram Mutual Fund,Sundaram Money Fund Retail Plan - Quarterly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),,,Open Ended Schemes,Debt Scheme - Liquid Fund
100620,Sundaram Mutual Fund,Sundaram Money Fund Retail Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),,,Open Ended Schemes,Debt Scheme - Liquid Fund
100621,Sundaram Mutual Fund,Sundaram Money Fund Retail Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),,,Open Ended Schemes,Debt Scheme - Liquid Fund
100622,Sundaram Mutual Fund,Sundaram Money Fund Retail Plan - Fortnightly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),,,Open Ended Schemes,Debt Scheme - Liquid Fund
100623,Sundaram Mutual Fund,Sundaram Money Fund Retail Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),,,Open Ended Schemes,Debt Scheme - Liquid Fund
100630,quant Mutual Fund,Quant Multi Cap Fund - Regular Plan - IDCW Option,INF966L01218,INF966L01226,Open Ended Schemes,Equity Scheme - Multi Cap Fund
100631,quant Mutual Fund,Quant Multi Cap Fund - Regular Plan - Growth Option,INF966L01234,,Open Ended Schemes,Equity Scheme - Multi Cap Fund
100638,SBI Mutual Fund,SBI MEDIUM TO LONG TERM FUND - Regular Plan - IDCW,INF200K01610,INF200K01628,Open Ended Schemes,Income/Debt Oriented Schemes - Medium to Long Term Fund
100639,SBI Mutual Fund,SBI MEDIUM TO LONG TERM FUND - Regular Plan - Growth,INF200K01594,,Open Ended Schemes,Income/Debt Oriented Schemes - Medium to Long Term Fund
100640,SBI Mutual Fund,SBI MEDIUM TO LONG TERM FUND - Regular Plan - Bonus,INF200K01602,,Open Ended Schemes,Income/Debt Oriented Schemes - Medium to Long Term Fund
100641,SBI Mutual Fund,SBI ULTRA SHORT TERM FUND - Regular Plan - Growth,INF200K01LJ4,,Open Ended Schemes,Income/Debt Oriented Schemes - Ultra Short Term Fund
100643,SBI Mutual Fund,SBI TECHNOLOGY OPPORTUNITIES FUND - Regular Plan - IDCW,INF200K01420,INF200K01438,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic
100644,SBI Mutual Fund,SBI HEALTHCARE OPPORTUNITIES FUND - Regular Plan - IDCW,INF200K01453,INF200K01461,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic
100645,SBI Mutual Fund,SBI CONSUMPTION OPPORTUNITIES FUND - Regular Plan - IDCW,INF200K01404,INF200K01412,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic
100646,UTI Mutual Fund,UTI - Unit Linked Insurance Plan - Regular Plan - Growth,,,Open Ended Schemes,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage
