SchemeCode,AMC,SchemeName,ISIN,SchemeType,Category,SubCategory,PlanType,PlanOption,IDCW_Frequency
100352,ICICI Prudential Mutual Fund,ICICI Prudential FMCG Fund,INF109K01415,Open Ended,Equity,Sectoral/ Thematic,Other,Other,
100353,ICICI Prudential Mutual Fund,ICICI Prudential ELSS - Tax Saver Fund,INF109K01FN1,Open Ended,Equitys,ELSS- Tax Saver Fund,Other,Other,
100354,ICICI Prudential Mutual Fund,ICICI Prudential ELSS - Tax Saver Fund,INF109K01464,Open Ended,Equitys,ELSS- Tax Saver Fund,Other,Other,
100355,ICICI Prudential Mutual Fund,ICICI Prudential Aggressive Hybrid Fund,INF109K01DX5,Open Ended,Hybrids,Aggressive Hybrid Fund,Other,Other,
100356,ICICI Prudential Mutual Fund,ICICI Prudential Aggressive Hybrid Fund,INF109K01480,Open Ended,Hybrids,Aggressive Hybrid Fund,Other,Other,
100357,ICICI Prudential Mutual Fund,ICICI Prudential Liquid Fund,INF109K01UU5,Open Ended,Debt,Liquid Fund,Other,Other,
100358,ICICI Prudential Mutual Fund,ICICI Prudential Liquid Fund-Dividend-Institutional Quarterly,,Open Ended,Income,Income,Institutional,IDCW,Quarterly
100359,ICICI Prudential Mutual Fund,ICICI Prudential Liquid Fund,INF109K01VJ6,Open Ended,Debt,Liquid Fund,Other,Other,
100360,ICICI Prudential Mutual Fund,ICICI Prudential Liquid Institutional Plus Fund - Div - Weekly,,Open Ended,Income,Income,Institutional,Other,
100361,ICICI Prudential Mutual Fund,ICICI Prudential Liquid Fund-Dividend-Institutional Plus - Monthly,,Open Ended,Income,Income,Institutional,IDCW,Monthly
100362,ICICI Prudential Mutual Fund,ICICI Prudential Liquid Institutional Plus Fund - Growth,,Open Ended,Income,Income,Institutional,Growth,
100363,ICICI Prudential Mutual Fund,ICICI Prudential Technology Fund,INF109K01506,Open Ended,Equity,Sectoral/ Thematic,Other,Other,
100364,ICICI Prudential Mutual Fund,ICICI Prudential Long Term Fund,INF109K01EX3,Open Ended,Income/Debt Orienteds,Long Term Fund,Other,Other,
100365,ICICI Prudential Mutual Fund,ICICI Prudential Long Term Fund,INF109K01365,Open Ended,Income/Debt Orienteds,Long Term Fund,Other,Other,
100366,ICICI Prudential Mutual Fund,ICICI Prudential Long Term Fund,INF109K01EY1,Open Ended,Income/Debt Orienteds,Long Term Fund,Other,Other,
100367,ICICI Prudential Mutual Fund,ICICI Prudential Long Term Fund,INF109K01EZ8,Open Ended,Income/Debt Orienteds,Long Term Fund,Other,Other,
100368,ICICI Prudential Mutual Fund,ICICI Prudential Gilt Fund,INF109K01JQ6,Open Ended,Debt,Gilt Fund,Other,Other,
100369,ICICI Prudential Mutual Fund,ICICI Prudential Gilt Fund,INF109K01JR4,Open Ended,Debt,Gilt Fund,Other,Other,
100370,ICICI Prudential Mutual Fund,ICICI Prudential Gilt Fund,INF109K01JW4,Open Ended,Debt,Gilt Fund,Other,Other,
100371,ICICI Prudential Mutual Fund,ICICI Prudential Gilt Fund,INF109K01JX2,Open Ended,Debt,Gilt Fund,Other,Other,
100372,ICICI Prudential Mutual Fund,ICICI Prudential Gilt Fund,INF109K01JZ7,Open Ended,Debt,Gilt Fund,Other,Other,
100373,ICICI Prudential Asset Management Company Limited,ICICI Prudential Premier,,Close Ended,Balanced,Balanced,Other,Other,
100375,Nippon India Mutual Fund,Nippon India Growth Mid Cap Fund,INF204K01299,Open Ended,Equity,Mid Cap Fund,Other,Growth,
100376,Nippon India Mutual Fund,Nippon India Growth Mid Cap Fund,INF204K01315,Open Ended,Equity,Mid Cap Fund,Other,Growth,
100377,Nippon India Mutual Fund,Nippon India Growth Mid Cap Fund,INF204K01323,Open Ended,Equity,Mid Cap Fund,Other,Growth,
100378,Nippon India Mutual Fund,Nippon India Vision Large & Mid Cap Fund,INF204K01372,Open Ended,Equity,Large & Mid Cap Fund,Other,Other,
100379,Nippon India Mutual Fund,Nippon India Vision Large & Mid Cap Fund,INF204K01398,Open Ended,Equity,Large & Mid Cap Fund,Other,Other,
100380,Nippon India Mutual Fund,Nippon India Vision Large & Mid Cap Fund,INF204K01406,Open Ended,Equity,Large & Mid Cap Fund,Other,Other,
100381,UTI Mutual Fund,UTI Large Cap Fund-Income Option,,Open Ended,Income,Income,Other,Other,
100382,UTI Mutual Fund,UTI Large Cap Fund-Growth Option,,Open Ended,Income,Income,Other,Growth,
100383,Nippon India Mutual Fund,Nippon India Medium to Long Term Fund,INF204K01CN7,Open Ended,Income/Debt Orienteds,Medium to Long Term Fund,Other,Other,
100384,Nippon India Mutual Fund,Nippon India Medium to Long Term Fund,INF204K01CP2,Open Ended,Income/Debt Orienteds,Medium to Long Term Fund,Other,Other,
100385,Nippon India Mutual Fund,Nippon India Medium to Long Term Fund,INF204K01CR8,Open Ended,Income/Debt Orienteds,Medium to Long Term Fund,Other,Other,
100386,Nippon India Mutual Fund,Nippon India Medium to Long Term Fund,INF204K01CT4,Open Ended,Income/Debt Orienteds,Medium to Long Term Fund,Other,Other,
100387,Nippon India Mutual Fund,Nippon India Medium to Long Term Fund,INF204K01CL1,Open Ended,Income/Debt Orienteds,Medium to Long Term Fund,Other,Other,
100388,Nippon India Mutual Fund,Nippon India Medium to Long Term Fund,INF204K01CM9,Open Ended,Income/Debt Orienteds,Medium to Long Term Fund,Other,Other,
100395,Nippon Life India Asset Management Limited,Reliance Income Fund-Institutional Quarterly Dividend,,Open Ended,Income/Debt Orienteds,Medium to Long Term Fund,Institutional,IDCW,Quarterly
100414,Tata Mutual Fund,Tata Aggressive Hybrid Fund,INF277K01303,Open Ended,Hybrid,Aggressive Hybrid Fund,Other,Other,
100415,Tata Mutual Fund,Tata Ethical Fund,INF277K01956,Open Ended,Equity,Sectoral/ Thematic,Other,Other,
100416,Tata Mutual Fund,Tata Long Term Debt Fund - Regular Plan - Quarterly Dividend,,Open Ended,Income,Income,Regular,IDCW,Quarterly
100417,Tata Mutual Fund,Tata Income Fund,INF277K01DU6,Open Ended,Debt,Medium to Long Duration Fund,Other,Other,
100418,Tata Mutual Fund,Tata Income Fund,INF277K01659,Open Ended,Debt,Medium to Long Duration Fund,Other,Other,
100470,Franklin Templeton Mutual Fund,Franklin India Large Cap Fund,INF090I01155,Open Ended,Equity,Large Cap Fund,Other,Other,
100471,Franklin Templeton Mutual Fund,Franklin India Large Cap Fund,INF090I01171,Open Ended,Equity,Large Cap Fund,Other,Other,
100472,Franklin Templeton Mutual Fund,Franklin India Mid Cap Fund,INF090I01726,Open Ended,Equity,Mid Cap Fund,Other,Other,
100473,Franklin Templeton Mutual Fund,Franklin India Mid Cap Fund,INF090I01809,Open Ended,Equity,Mid Cap Fund,Other,Other,
100474,Tata Mutual Fund,Tata ELSS - Tax Saver Fund,INF277K01I60,Open Ended,Equitys,ELSS- Tax Saver Fund,Other,Other,
100475,Tata Mutual Fund,Tata Large Cap Fund,INF277K01931,Open Ended,Equity,Large Cap Fund,Other,Other,
100476,Taurus Mutual Fund,Taurus Flexi Cap Fund,INF044D01989,Open Ended,Equity,Flexi Cap Fund,Other,Other,
100477,Taurus Mutual Fund,Taurus Mid Cap Fund,INF044D01815,Open Ended,Equity,Mid Cap Fund,Other,Other,
100480,Taurus Mutual Fund,Taurus ELSS Tax Saver Fund,INF044D01AC9,Open Ended,Equity,ELSS,Other,Other,
100481,Franklin Templeton Mutual Fund,Franklin India Balanced Fund-Growth,,Open Ended,Income,Income,Other,Growth,
100482,Franklin Templeton Mutual Fund,Franklin India Balanced Fund-Div,,Open Ended,Income,Income,Other,Other,
100483,Franklin Templeton Mutual Fund,Franklin India Growth Fund,,Open Ended,Income,Income,Other,Growth,
100484,Franklin Templeton Mutual Fund,Franklin India NSE Nifty 50 Index Fund,INF090I01890,Open Ended,Other,Index Funds,Other,Other,
100485,Franklin Templeton Mutual Fund,Franklin India Govt.Sec. Fund-Composite Plan - Growth,,Open Ended,Income,Income,Other,Growth,
100486,Franklin Templeton Mutual Fund,Franklin India Govt.Sec. Fund-Composite Plan - Dividend,,Open Ended,Income,Income,Other,IDCW,
100487,Franklin Templeton Mutual Fund,Franklin India Govt.Sec. Fund-Treasury Plan(Dividend Option),,Open Ended,Income,Income,Other,IDCW,
100488,Franklin Templeton Asset Management (India) Private Limited,Templeton India Govt.Sec. Fund-Treasury Plan,,Open Ended,Income/Debt Orienteds,Gilt Fund,Other,Other,
100489,Franklin Templeton Mutual Fund,Franklin India Govt.Sec. Fund-Treasury Plan(Growth Option),,Open Ended,Income,Income,Other,Growth,
100490,Franklin Templeton Mutual Fund,Franklin India Govt.Sec. Fund-PF Plan - Growth,,Open Ended,Income,Income,Other,Growth,
100491,Franklin Templeton Mutual Fund,Franklin India Govt.Sec. Fund-PF Plan - Dividend,,Open Ended,Income,Income,Other,IDCW,
100492,Franklin Templeton Asset Management (India) Private Limited,Templeton India Govt.Sec. Fund-Long Term Plan,,Open Ended,Income/Debt Orienteds,Gilt Fund,Other,Other,
100493,Franklin Templeton Mutual Fund,Franklin India Gilt Fund,INF090I01CU9,Open Ended,Income/Debt Orienteds,Gilt Fund,Other,Other,
100494,Franklin Templeton Mutual Fund,Franklin India Gilt Fund,INF090I01CS3,Open Ended,Income/Debt Orienteds,Gilt Fund,Other,Other,
100495,Franklin Templeton Mutual Fund,Franklin India Govt.Sec. Fund-Long Term Plan - Bonus,,Open Ended,Income,Income,Other,Bonus,
100496,Franklin Templeton Mutual Fund,Templeton India Value Fund,INF090I01296,Open Ended,Equity,Value Fund,Other,Other,
100497,Franklin Templeton Mutual Fund,Templeton India Value Fund,INF090I01270,Open Ended,Equity,Value Fund,Other,Other,
100498,Franklin Templeton Mutual Fund,Franklin India Dynamic Accrual Fund (No. of segregated portfolios- 3),INF090I01BN6,Open Ended,Debt,Dynamic Bond,Other,Other,
100499,Franklin Templeton Mutual Fund,Franklin India Dynamic Accrual Fund (No. of segregated portfolios- 3),INF090I01BP1,Open Ended,Debt,Dynamic Bond,Other,Other,
100501,Franklin Templeton Mutual Fund,Templeton India Liquid Fund-Growth,,Open Ended,Income,Income,Other,Growth,
100503,Franklin Templeton Mutual Fund,Franklin India Low Duration Fund (No. of Segregated Portfolios-2),INF090I01BQ9,Open Ended,Debt,Low Duration Fund,Other,Other,
100504,Franklin Templeton Mutual Fund,Franklin India Low Duration Fund (No. of Segregated Portfolios-2),INF090I01BS5,Open Ended,Debt,Low Duration Fund,Other,Other,
100505,Franklin Templeton Mutual Fund,Templeton Monthly Income Plan-Half Yearly Dividend,,Open Ended,Income,Income,Other,IDCW,Monthly
100506,Franklin Templeton Mutual Fund,Templeton Monthly Income Plan-Growth,,Open Ended,Income,Income,Other,Growth,
100519,Franklin Templeton Mutual Fund,Franklin India Flexi Cap Fund,INF090I01213,Open Ended,Equity,Flexi Cap Fund,Other,Other,
100520,Franklin Templeton Mutual Fund,Franklin India Flexi Cap Fund,INF090I01239,Open Ended,Equity,Flexi Cap Fund,Other,Other,
100521,Franklin Templeton Mutual Fund,Franklin India Technology Fund,INF090I01759,Open Ended,Equity,Sectoral/ Thematic,Other,Other,
100522,Franklin Templeton Mutual Fund,Franklin India Technology Fund,INF090I01742,Open Ended,Equity,Sectoral/ Thematic,Other,Other,
100523,Franklin Templeton Mutual Fund,Franklin FMCG Fund - Growth,,Open Ended,Income,Income,Other,Growth,
100524,Franklin Templeton Mutual Fund,Franklin India Opportunities Fund,INF090I01858,Open Ended,Equity,Sectoral/ Thematic,Other,Other,
100525,Franklin Templeton Mutual Fund,Franklin India ELSS Tax Saver Fund,INF090I01783,Open Ended,Equity,ELSS,Other,Other,
100526,Franklin Templeton Mutual Fund,Franklin India ELSS Tax Saver Fund,INF090I01775,Open Ended,Equity,ELSS,Other,Other,
100527,Franklin Templeton Mutual Fund,Franklin India Corporate Bond Fund,INF090I01DH4,Open Ended,Income/Debt Orienteds,Corporate Bond Fund,Other,Other,
100528,Franklin Templeton Mutual Fund,Franklin India Corporate Bond Fund,INF090I01DG6,Open Ended,Income/Debt Orienteds,Corporate Bond Fund,Other,Other,
100529,Franklin Templeton Mutual Fund,Franklin India Corporate Bond Fund,INF090I01DJ0,Open Ended,Income/Debt Orienteds,Corporate Bond Fund,Other,Other,
100530,Franklin Templeton Mutual Fund,Franklin India Corporate Bond Fund,INF090I01DL6,Open Ended,Income/Debt Orienteds,Corporate Bond Fund,Other,Other,
100531,Franklin Templeton Mutual Fund,Franklin India Corporate Bond Fund,INF090I01DN2,Open Ended,Income/Debt Orienteds,Corporate Bond Fund,Other,Other,
100532,Franklin Templeton Mutual Fund,Franklin India Corporate Bond Fund,INF090I01DC5,Open Ended,Income/Debt Orienteds,Corporate Bond Fund,Other,Other,
100535,Franklin Templeton Mutual Fund,Franklin India Retirement Fund,INF090I01528,Open Ended,Solution Oriented,Retirement Fund,Other,Other,
100536,Franklin Templeton Mutual Fund,Franklin India Retirement Fund,INF090I01510,Open Ended,Solution Oriented,Retirement Fund,Other,Other,
100537,Franklin Templeton Mutual Fund,Franklin India Liquid Fund,INF090I01BL0,Open Ended,Debt,Liquid Fund,Other,Other,
100538,Franklin Templeton Mutual Fund,Franklin India Liquid Fund,INF090I01BB1,Open Ended,Debt,Liquid Fund,Other,Other,
100541,Franklin Templeton Mutual Fund,Franklin India Liquid Fund,,Open Ended,Debt,Liquid Fund,Other,Other,
100542,Franklin Templeton Mutual Fund,Franklin India Liquid Fund - Liquid Plan - Weekly Dividend,,Open Ended,Income,Income,Other,IDCW,Weekly
100543,Franklin Templeton Mutual Fund,Franklin India Liquid Fund - Liquid Plan - Daily Dividend,,Open Ended,Income,Income,Other,IDCW,Daily
100544,Franklin Templeton Mutual Fund,Franklin India Liquid Fund - Liquid Plan - Growth,,Open Ended,Income,Income,Other,Growth,
100545,Franklin Templeton Asset Management (India) Private Limited,Templeton India Treasury Management Account-Super Institutional Plan,,Open Ended,Debt,Liquid Fund,Institutional,Other,
100546,Franklin Templeton Mutual Fund,Franklin India Liquid Fund,INF090I01BG0,Open Ended,Debt,Liquid Fund,Other,Other,
100547,Franklin Templeton Mutual Fund,Franklin India Liquid Fund,,Open Ended,Debt,Liquid Fund,Other,Other,
100548,Franklin Templeton Mutual Fund,Franklin India Liquid Fund,INF090I01BM8,Open Ended,Debt,Liquid Fund,Other,Other,
100549,Franklin Templeton Mutual Fund,Franklin India Aggressive Hybrid Fund,INF090I01825,Open Ended,Hybrid,Aggressive Hybrid Fund,Other,Other,
100550,Franklin Templeton Mutual Fund,Franklin India Aggressive Hybrid Fund,INF090I01817,Open Ended,Hybrid,Aggressive Hybrid Fund,Other,Other,
100551,Franklin Templeton Mutual Fund,Templeton India Children’s Asset Plan-Education Plan,,Open Ended,Income,Income,Other,Other,
100552,Franklin Templeton Mutual Fund,Templeton India Children’s Asset Plan-Gift Plan - Growth,,Open Ended,Income,Income,Other,Growth,
100553,Franklin Templeton Mutual Fund,Templeton India Children’s Asset Plan-Gift Plan - Dividend,,Open Ended,Income,Income,Other,IDCW,
100555,Franklin Templeton Mutual Fund,Franklin India Taxshield 96,,Close Ended,Income,Income,Other,Other,
100556,Franklin Templeton Mutual Fund,Franklin India Taxshield 97,,Close Ended,Income,Income,Other,Other,
100557,Franklin Templeton Mutual Fund,Franklin India Taxshield 98,,Close Ended,Income,Income,Other,Other,
100558,Franklin Templeton Mutual Fund,Franklin India Taxshield 99,,Close Ended,Income,Income,Other,Other,
100561,Franklin Templeton Mutual Fund,Templeton India Money Market Account - Bonus Plan,,Open Ended,Income,Income,Other,Bonus,
100563,DBS Chola Mutual Fund,DBS Chola Triple Ace-Regular -Cumulative,,Open Ended,Income,Income,Regular,Other,
100567,DBS Chola Mutual Fund,DBS Chola Triple Ace-Regular - Quarterly Dividend,,Open Ended,Income,Income,Regular,IDCW,Quarterly
100569,DBS Chola Mutual Fund,DBS Chola Triple Ace-Semi Annual Dividend,,Open Ended,Income,Income,Other,IDCW,Annual
100573,DBS Chola Mutual Fund,DBS Chola Triple Ace-Regular Bonus,,Open Ended,Income,Income,Regular,Bonus,
100574,DBS Chola Mutual Fund,DBS Chola Freedom Income -Short Term Fund-Regular-Monthly Dividend,,Open Ended,Income,Income,Regular,IDCW,Monthly
100575,DBS Chola Mutual Fund,DBS Chola Freedom Income -Short Term Fund-Regular - Cumulative,,Open Ended,Income,Income,Regular,Other,
100576,DBS Chola Mutual Fund,DBS Chola Freedom Income -Short Term Fund-Cum- Institutional Plan,,Open Ended,Income,Income,Institutional,Other,
100579,DBS Chola Mutual Fund,DBS Chola Gilt-Investment-Quarterly Dividend,,Open Ended,Income,Income,Other,IDCW,Quarterly
100580,DBS Chola Mutual Fund,DBS Chola Gilt-Investment-Cumulative,,Open Ended,Income,Income,Other,Other,
100589,Canara Robeco Mutual Fund,Canara Robeco Expo-Income Plan,,Open Ended,Income,Income,Other,Other,
100590,Canara Robeco Mutual Fund,Canara Robeco Expo-Growth Plan,,Open Ended,Income,Income,Other,Growth,
100593,Canara Robeco Mutual Fund,Canara Robeco ELSS - Tax Saver Fund,INF760K01084,Open Ended,Equitys,ELSS- Tax Saver Fund,Other,Other,
100596,Canara Robeco Mutual Fund,Canara Robeco Gilt Fund,INF760K01AB7,Open Ended,Income/Debt Orienteds,Gilt Fund,Other,Other,
100597,Canara Robeco Mutual Fund,Canara Robeco Gilt Fund,INF760K01AE1,Open Ended,Income/Debt Orienteds,Gilt Fund,Other,Other,
100600,Canara Robeco Mutual Fund,Canara Robeco Conservative Hybrid Fund,INF760K01308,Open Ended,Hybrids,Conservative Hybrid Fund,Other,Other,
100601,Canara Robeco Mutual Fund,Canara Robeco Conservative Hybrid Fund,INF760K01282,Open Ended,Hybrids,Conservative Hybrid Fund,Other,Other,
100602,Sundaram Mutual Fund,Sundaram Medium Term Fund (Formerly Known as Sundaram Medium Duration Fund),INF903J01FR0,Open Ended,Income/Debt Orienteds,Medium Term Fund,Other,Other,
100603,Sundaram Mutual Fund,Sundaram Medium Term Fund (Formerly Known as Sundaram Medium Duration Fund),INF903J01FQ2,Open Ended,Income/Debt Orienteds,Medium Term Fund,Other,Other,
100604,Sundaram Mutual Fund,Sundaram Medium Term Fund (Formerly Known as Sundaram Medium Duration Fund),INF903J01FX8,Open Ended,Income/Debt Orienteds,Medium Term Fund,Other,Other,
100605,Sundaram Mutual Fund,Sundaram Medium Term Bond Fund -Institutional Plan(Qtrly Dividend),,Open Ended,Debt,Medium Duration Fund,Institutional,IDCW,
100606,Sundaram Mutual Fund,Sundaram Medium Term Bond Fund-Institutional Plan(Half-Yearly Dividend),,Open Ended,Debt,Medium Duration Fund,Institutional,IDCW,Annual
100607,Sundaram Mutual Fund,Sundaram Medium Term Bond Fund -Institutional Plan(Annual Dividend),,Open Ended,Debt,Medium Duration Fund,Institutional,IDCW,Annual
100608,Sundaram Mutual Fund,Sundaram Medium Term Fund (Formerly Known as Sundaram Medium Duration Fund),INF903J01FY6,Open Ended,Income/Debt Orienteds,Medium Term Fund,Other,Other,
100609,Sundaram Mutual Fund,Sundaram Medium Term Fund (Formerly Known as Sundaram Medium Duration Fund),INF903J01FS8,Open Ended,Income/Debt Orienteds,Medium Term Fund,Other,Other,
100610,Sundaram Mutual Fund,Sundaram Medium Term Fund (Formerly Known as Sundaram Medium Duration Fund),INF903J01FT6,Open Ended,Income/Debt Orienteds,Medium Term Fund,Other,Other,
100612,Sundaram Mutual Fund,Sundaram Growth Fund-Dividend,,Open Ended,Income,Income,Other,Growth,
100613,Sundaram Mutual Fund,Sundaram Growth Fund-Growth,,Open Ended,Income,Income,Other,Growth,
100614,Sundaram Mutual Fund,Sundaram Value Fund,INF903J01512,Open Ended,Equity,Value Fund,Other,Other,
100617,Sundaram Mutual Fund,Sundaram Equity Hybrid Fund Regular Plan - Growth,,Open Ended,Hybrid,Balanced Hybrid Fund,Regular,Growth,
100618,Sundaram Mutual Fund,Sundaram Money Fund Retail Plan - Growth,,Open Ended,Debt,Liquid Fund,Retail,Growth,
100619,Sundaram Mutual Fund,Sundaram Money Fund Retail Plan - Quarterly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),,Open Ended,Debt,Liquid Fund,Retail,IDCW,Reinvestment
100620,Sundaram Mutual Fund,Sundaram Money Fund Retail Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),,Open Ended,Debt,Liquid Fund,Retail,IDCW,Reinvestment
100621,Sundaram Mutual Fund,Sundaram Money Fund Retail Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),,Open Ended,Debt,Liquid Fund,Retail,IDCW,Reinvestment
100622,Sundaram Mutual Fund,Sundaram Money Fund Retail Plan - Fortnightly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),,Open Ended,Debt,Liquid Fund,Retail,IDCW,Reinvestment
