Date,NAV
2019-05-23,10.02970
2019-05-24,10.03750
2019-05-26,10.04170
2019-05-27,10.07590
2019-05-28,10.10210
2019-05-29,10.12240
2019-05-30,10.11350
2019-05-31,10.15030
2019-06-01,10.15240
2019-06-02,10.15440
2019-06-03,10.19480
2019-06-04,10.18210
2019-06-05,10.18420
2019-06-06,10.23080
2019-06-07,10.22610
2019-06-09,10.23030
2019-06-10,10.20820
2019-06-11,10.23040
2019-06-12,10.24920
2019-06-13,10.26460
2019-06-14,10.30330
2019-06-16,10.30740
2019-06-17,10.33340
2019-06-18,10.39600
2019-06-19,10.39950
2019-06-20,10.43760
2019-06-21,10.40160
2019-06-23,10.40570
2019-06-24,10.41450
2019-06-25,10.40980
2019-06-26,10.40650
2019-06-27,10.42670
2019-06-28,10.42540
2019-06-30,10.42950
2019-07-01,10.42580
2019-07-02,10.44210
2019-07-03,10.44710
2019-07-04,10.46380
2019-07-05,10.51010
2019-07-07,10.51420
2019-07-08,10.56960
2019-07-09,10.59260
2019-07-10,10.62140
2019-07-11,10.64200
2019-07-12,10.64770
2019-07-14,10.65170
2019-07-15,10.67290
2019-07-16,10.73650
2019-07-17,10.73320
2019-07-18,10.72170
2019-07-19,10.70990
2019-07-21,10.71390
2019-07-22,10.70560
2019-07-23,10.70070
2019-07-24,10.70360
2019-07-25,10.68330
2019-07-26,10.69570
2019-07-28,10.69970
2019-07-29,10.70370
2019-07-30,10.72170
2019-07-31,10.73010
2019-08-01,10.72440
2019-08-02,10.74560
2019-08-04,10.74960
2019-08-05,10.74810
2019-08-06,10.75370
2019-08-07,10.75760
2019-08-08,10.75890
2019-08-09,10.72290
2019-08-12,10.72900
2019-08-13,10.72010
2019-08-14,10.66140
2019-08-15,10.66350
2019-08-16,10.72000
2019-08-18,10.72400
2019-08-19,10.70550
2019-08-20,10.70790
2019-08-21,10.72570
2019-08-22,10.73420
2019-08-23,10.72160
2019-08-25,10.72560
2019-08-26,10.76170
2019-08-27,10.78090
2019-08-28,10.75550
2019-08-29,10.74750
2019-08-30,10.75020
2019-09-01,10.75430
2019-09-02,10.75630
2019-09-03,10.75880
2019-09-04,10.77110
2019-09-05,10.77140
2019-09-06,10.75960
2019-09-08,10.76370
2019-09-09,10.77880
2019-09-10,10.78080
2019-09-11,10.75690
2019-09-12,10.74870
2019-09-13,10.76650
2019-09-15,10.77060
2019-09-16,10.75340
2019-09-17,10.76160
2019-09-18,10.78680
2019-09-19,10.79910
2019-09-20,10.69600
2019-09-22,10.70010
2019-09-23,10.71900
2019-09-24,10.73970
2019-09-25,10.74180
2019-09-26,10.76100
2019-09-27,10.75450
2019-09-29,10.75860
2019-09-30,10.76640
2019-10-02,10.77550
2019-10-03,10.80610
2019-10-04,10.78630
2019-10-06,10.79040
2019-10-08,10.80740
2019-10-09,10.83160
2019-10-10,10.82310
2019-10-11,10.81520
2019-10-13,10.81920
2019-10-14,10.82800
2019-10-15,10.81180
2019-10-16,10.82040
2019-10-17,10.80890
2019-10-18,10.81730
2019-10-21,10.82340
2019-10-22,10.81970
2019-10-23,10.83650
2019-10-24,10.83260
2019-10-25,10.82650
2019-10-27,10.83060
2019-10-28,10.83270
2019-10-29,10.82130
2019-10-30,10.82920
2019-10-31,10.84020
2019-11-01,10.84950
2019-11-03,10.85350
2019-11-04,10.84930
2019-11-05,10.84470
2019-11-06,10.83130
2019-11-07,10.83520
2019-11-08,10.82050
2019-11-10,10.82460
2019-11-12,10.82700
2019-11-13,10.82580
2019-11-14,10.83570
2019-11-15,10.83630
2019-11-17,10.84040
2019-11-18,10.84770
2019-11-19,10.86000
2019-11-20,10.87920
2019-11-21,10.87870
2019-11-22,10.88350
2019-11-23,10.88550
2019-11-24,10.88760
2019-11-25,10.89540
2019-11-26,10.89470
2019-11-27,10.89470
2019-11-28,10.90650
2019-11-29,10.91160
2019-11-30,10.91370
2019-12-01,10.91570
2019-12-02,10.90600
2019-12-03,10.92210
2019-12-04,10.93520
2019-12-05,10.87710
2019-12-06,10.87930
2019-12-08,10.88350
2019-12-09,10.86880
2019-12-10,10.85360
2019-12-11,10.83910
2019-12-12,10.85530
2019-12-13,10.85080
2019-12-15,10.85500
2019-12-16,10.85380
2019-12-17,10.86600
2019-12-18,10.87890
2019-12-19,10.87850
2019-12-20,10.93870
2019-12-22,10.94290
2019-12-23,10.96490
2019-12-25,10.95960
2019-12-26,10.96160
2019-12-27,10.98360
2019-12-29,10.98770
2019-12-30,10.99090
2019-12-31,10.98130
2020-01-01,10.97310
2020-01-02,10.98070
2020-01-03,10.98590
2020-01-05,10.99000
2020-01-06,10.98170
2020-01-07,10.98540
2020-01-08,10.99370
2020-01-09,11.00580
2020-01-10,10.99270
2020-01-12,10.99690
2020-01-13,11.00380
2020-01-14,10.94740
2020-01-15,10.96690
2020-01-16,10.97890
2020-01-17,10.98760
2020-01-19,10.99180
2020-01-20,10.99500
2020-01-21,11.01360
2020-01-22,11.01610
2020-01-23,11.02040
2020-01-24,11.02910
2020-01-25,11.03120
2020-01-26,11.03330
2020-01-27,11.04180
2020-01-28,11.04070
2020-01-29,11.02960
2020-01-30,11.02630
2020-01-31,11.01510
2020-02-02,11.01930
2020-02-03,11.07140
2020-02-04,11.07520
2020-02-05,11.07090
2020-02-06,11.10320
2020-02-07,11.12520
2020-02-09,11.12930
2020-02-10,11.12800
2020-02-11,11.14480
2020-02-12,11.14100
2020-02-13,11.14980
2020-02-14,11.16830
2020-02-16,11.17240
2020-02-17,11.20950
2020-02-18,11.20360
2020-02-19,11.20570
2020-02-21,11.20800
2020-02-23,11.21220
2020-02-24,11.18130
2020-02-25,11.21520
2020-02-26,11.21400
2020-02-27,11.22900
2020-02-28,11.22730
2020-02-29,11.23140
2020-03-01,11.23340
2020-03-02,11.22300
2020-03-03,11.21540
2020-03-04,11.26490
2020-03-05,11.26370
2020-03-06,11.30940
2020-03-07,11.31140
2020-03-08,11.31350
2020-03-10,11.37080
2020-03-11,11.33340
2020-03-12,11.29030
2020-03-13,11.24270
2020-03-15,11.24680
2020-03-16,11.30380
2020-03-17,11.23950
2020-03-18,11.23720
2020-03-19,11.16400
2020-03-20,11.20880
2020-03-21,11.21090
2020-03-22,11.21300
2020-03-23,11.05790
2020-03-24,11.08290
2020-03-25,11.08490
2020-03-26,11.12190
2020-03-27,11.29870
2020-03-29,11.30260
2020-03-30,11.12180
2020-03-31,11.16980
2020-04-01,11.17180
2020-04-02,11.17370
2020-04-03,11.11080
2020-04-06,11.11700
2020-04-07,10.84900
2020-04-08,10.92010
2020-04-09,10.96870
2020-04-10,10.97080
2020-04-12,10.97500
2020-04-14,11.00000
2020-04-15,11.07220
2020-04-16,11.13850
2020-04-17,11.18670
2020-04-19,11.19070
2020-04-20,11.30630
2020-04-21,11.37340
2020-04-22,11.35870
2020-04-23,11.40940
2020-04-24,11.38560
2020-04-26,11.38950
2020-04-27,11.40640
2020-04-28,11.41810
2020-04-29,11.42440
2020-05-01,11.43570
2020-05-03,11.43970
2020-05-04,11.46230
2020-05-05,11.53460
2020-05-06,11.56220
2020-05-07,11.56420
2020-05-08,11.61010
2020-05-10,11.61400
2020-05-11,11.55880
2020-05-12,11.58130
2020-05-13,11.57690
2020-05-14,11.58700
2020-05-15,11.58240
2020-05-17,11.58640
2020-05-18,11.60680
2020-05-19,11.61420
2020-05-20,11.62950
2020-05-21,11.64180
2020-05-22,11.67790
2020-05-25,11.68370
2020-05-26,11.70580
2020-05-27,11.71530
2020-05-28,11.71030
2020-05-29,11.70970
2020-05-31,11.71170
2020-06-01,11.69070
2020-06-02,11.69590
2020-06-03,11.70200
2020-06-04,11.69720
2020-06-05,11.69360
2020-06-07,11.69750
2020-06-08,11.71260
2020-06-09,11.69770
2020-06-10,11.71140
2020-06-11,11.69600
2020-06-12,11.69700
2020-06-14,11.70090
2020-06-15,11.70590
2020-06-16,11.71480
2020-06-17,11.71400
2020-06-18,11.70870
2020-06-19,11.72390
2020-06-21,11.72790
2020-06-22,11.73290
2020-06-23,11.72880
2020-06-24,11.74410
2020-06-25,11.73920
2020-06-26,11.74390
2020-06-28,11.74790
2020-06-29,11.74900
2020-06-30,11.76700
2020-07-01,11.77380
2020-07-02,11.77600
2020-07-03,11.77630
2020-07-05,11.78020
2020-07-06,11.79260
2020-07-07,11.79830
2020-07-08,11.82150
2020-07-09,11.84930
2020-07-10,11.87260
2020-07-12,11.87650
2020-07-13,11.89420
2020-07-14,11.88410
2020-07-15,11.89060
2020-07-16,11.89520
2020-07-17,11.90320
2020-07-19,11.90710
2020-07-20,11.90860
2020-07-21,11.91430
2020-07-22,11.92330
2020-07-23,11.91840
2020-07-24,11.93310
2020-07-26,11.93690
2020-07-27,11.93710
2020-07-28,11.94270
2020-07-29,11.91840
2020-07-30,11.93950
2020-07-31,11.93660
2020-08-02,11.94050
2020-08-03,11.93640
2020-08-04,11.94950
2020-08-05,11.93140
2020-08-06,11.94310
2020-08-07,11.91880
2020-08-09,11.92270
2020-08-10,11.92260
2020-08-11,11.89540
2020-08-12,11.89980
2020-08-13,11.90830
2020-08-16,11.89120
2020-08-17,11.90460
2020-08-18,11.91690
2020-08-19,11.85760
2020-08-20,11.85310
2020-08-22,11.80930
2020-08-23,11.81130
2020-08-24,11.77400
2020-08-25,11.82300
2020-08-26,11.80590
2020-08-27,11.81470
2020-08-28,11.80840
2020-08-30,11.81040
2020-08-31,11.81970
2020-09-01,11.97210
2020-09-02,11.96560
2020-09-03,11.97640
2020-09-04,11.98350
2020-09-06,11.98740
2020-09-07,11.99120
2020-09-08,11.89330
2020-09-09,11.90750
2020-09-10,11.90630
2020-09-11,11.90170
2020-09-13,11.90570
2020-09-14,11.90760
2020-09-15,11.85880
2020-09-16,11.87200
2020-09-17,11.87740
2020-09-18,11.90280
2020-09-20,11.90680
2020-09-21,11.88950
2020-09-22,11.85620
2020-09-23,11.84560
2020-09-24,11.83290
2020-09-25,11.84170
