Date,NAV
2016-11-28,14.12690
2016-11-29,14.03720
2016-11-30,14.10320
2016-12-01,14.09410
2016-12-02,14.08200
2016-12-05,14.10540
2016-12-06,14.06700
2016-12-07,14.13540
2016-12-08,14.25390
2016-12-09,14.32630
2016-12-12,14.37760
2016-12-13,14.34660
2016-12-14,14.34520
2016-12-15,14.39310
2016-12-16,14.38810
2016-12-19,14.33350
2016-12-20,14.45760
2016-12-21,14.42570
2016-12-22,14.38560
2016-12-23,14.37930
2016-12-27,14.44220
2016-12-28,14.43980
2016-12-29,14.34340
2016-12-30,14.24940
2017-01-03,14.37590
2017-01-04,14.45360
2017-01-05,14.36710
2017-01-06,14.36230
2017-01-09,14.35980
2017-01-10,14.31790
2017-01-11,14.40530
2017-01-12,14.32650
2017-01-13,14.45940
2017-01-17,14.28910
2017-01-18,14.23790
2017-01-19,14.31360
2017-01-20,14.33300
2017-01-23,14.28130
2017-01-24,14.30100
2017-01-25,14.45820
2017-01-27,14.43420
2017-01-30,14.27290
2017-01-31,14.20840
2017-02-01,14.25520
2017-02-02,14.11040
2017-02-03,14.22110
2017-02-06,14.23450
2017-02-07,14.24830
2017-02-08,14.12040
2017-02-09,14.16180
2017-02-10,14.26960
2017-02-13,14.33410
2017-02-14,14.32870
2017-02-15,14.43210
2017-02-16,14.48110
2017-02-17,14.42620
2017-02-21,14.54380
2017-02-22,14.52410
2017-02-23,14.53320
2017-02-27,14.50600
2017-02-28,14.48640
2017-03-01,14.68350
2017-03-02,14.67610
2017-03-03,14.58690
2017-03-06,14.52450
2017-03-07,14.45470
2017-03-08,14.47590
2017-03-09,14.46080
2017-03-10,14.46950
2017-03-14,14.25970
2017-03-15,14.17940
2017-03-16,14.22480
2017-03-17,14.20520
2017-03-20,14.13670
2017-03-21,13.94990
2017-03-22,13.86140
2017-03-23,13.92980
2017-03-24,13.93240
2017-03-27,13.66520
2017-03-28,13.72270
2017-03-29,13.81480
2017-03-30,13.84620
2017-03-31,13.85730
2017-04-03,13.81790
2017-04-05,13.91900
2017-04-06,13.79270
2017-04-07,13.63580
2017-04-10,13.73260
2017-04-11,13.65460
2017-04-12,13.69680
2017-04-13,13.56340
2017-04-18,13.61330
2017-04-19,13.64990
2017-04-20,13.59520
2017-04-21,13.66970
2017-04-24,13.77880
2017-04-25,13.82470
2017-04-26,13.75960
2017-04-27,13.76770
2017-04-28,13.76300
2017-05-02,13.70160
2017-05-03,13.71350
2017-05-04,13.74270
2017-05-05,13.76260
2017-05-08,13.77740
2017-05-09,13.85970
2017-05-10,13.83300
2017-05-11,13.75000
2017-05-12,13.70020
2017-05-15,13.72640
2017-05-16,13.72180
2017-05-17,13.52800
2017-05-18,13.45970
2017-05-19,13.72610
2017-05-22,13.71690
2017-05-23,13.75130
2017-05-24,13.79460
2017-05-25,13.79730
2017-05-26,13.80980
2017-05-30,13.76870
2017-05-31,13.67720
2017-06-01,13.73330
2017-06-02,13.78430
2017-06-05,13.78780
2017-06-06,13.73590
2017-06-07,13.79340
2017-06-08,13.78750
2017-06-09,13.86010
2017-06-12,13.96970
2017-06-13,14.00260
2017-06-14,13.97760
2017-06-15,13.93330
2017-06-16,13.97300
2017-06-19,14.01980
2017-06-20,13.98650
2017-06-21,13.95780
2017-06-22,13.87050
2017-06-23,13.87360
2017-06-27,13.92730
2017-06-28,13.99470
2017-06-29,14.01830
2017-06-30,14.02350
2017-07-03,14.10790
2017-07-05,14.05770
2017-07-06,14.01730
2017-07-07,13.99150
2017-07-10,13.96870
2017-07-11,13.91800
2017-07-12,13.98930
2017-07-13,13.96030
2017-07-14,13.99930
2017-07-17,14.00420
2017-07-18,13.95890
2017-07-19,14.00820
2017-07-20,14.06690
2017-07-21,14.00060
2017-07-24,14.04820
2017-07-25,14.11140
2017-07-26,14.10880
2017-07-27,14.02010
2017-07-28,14.02020
2017-07-31,14.04870
2017-08-01,14.09300
2017-08-02,14.10290
2017-08-03,13.99000
2017-08-04,14.00680
2017-08-07,14.00570
2017-08-08,13.98480
2017-08-09,13.94470
2017-08-10,13.91440
2017-08-11,13.85420
2017-08-14,13.92000
2017-08-16,13.98660
2017-08-17,13.89950
2017-08-18,13.64440
2017-08-21,13.62160
2017-08-22,13.72450
2017-08-23,13.74790
2017-08-24,13.71900
2017-08-28,13.70540
2017-08-29,13.63290
2017-08-30,13.66300
2017-08-31,13.76050
2017-09-01,13.79880
2017-09-05,13.76850
2017-09-06,13.73690
2017-09-07,13.68020
2017-09-08,13.60810
2017-09-11,13.72460
2017-09-12,13.86540
2017-09-13,13.87970
2017-09-14,13.92460
2017-09-15,13.91610
2017-09-18,13.97850
2017-09-19,14.02990
2017-09-20,14.05960
2017-09-21,14.10400
2017-09-22,14.18650
2017-09-25,14.23060
2017-09-26,14.35030
2017-09-27,14.47040
2017-09-28,14.47350
2017-09-29,14.43130
2017-10-03,14.57800
2017-10-04,14.54000
2017-10-05,14.56650
2017-10-06,14.61420
2017-10-09,14.59310
2017-10-10,14.60430
2017-10-11,14.58340
2017-10-12,14.51880
2017-10-13,14.45930
2017-10-16,14.47170
2017-10-17,14.50200
2017-10-18,14.54890
2017-10-23,14.69900
2017-10-24,14.62890
2017-10-25,14.65510
2017-10-26,14.58090
2017-10-27,14.54330
2017-10-30,14.53650
2017-10-31,14.48420
2017-11-01,14.49400
2017-11-02,14.41030
2017-11-03,14.42140
2017-11-06,14.50970
2017-11-07,14.55790
2017-11-08,14.47820
2017-11-09,14.40530
2017-11-10,14.43580
2017-11-13,14.49330
2017-11-14,14.51240
2017-11-15,14.41580
2017-11-16,14.48350
2017-11-17,14.39860
2017-11-20,14.45380
2017-11-21,14.50150
2017-11-22,14.46190
2017-11-24,14.43750
2017-11-27,14.42280
2017-11-28,14.37690
2017-11-29,14.72150
2017-11-30,14.80540
2017-12-01,14.82070
2017-12-04,14.99500
2017-12-05,14.87390
2017-12-06,14.82730
2017-12-07,14.81680
2017-12-08,14.87260
2017-12-11,14.93630
2017-12-12,14.97980
2017-12-13,15.00320
2017-12-14,14.91560
