Date,NAV
2022-12-22,10.00250
2022-12-23,10.00020
2022-12-26,10.00060
2022-12-27,10.00020
2022-12-28,9.99990
2022-12-29,10.00930
2022-12-30,10.01080
2023-01-02,10.01310
2023-01-03,10.01420
2023-01-04,10.02490
2023-01-05,10.02280
2023-01-06,10.02330
2023-01-09,10.03180
2023-01-10,10.04120
2023-01-11,10.04370
2023-01-12,10.04180
2023-01-13,10.04510
2023-01-16,10.04540
2023-01-17,10.04750
2023-01-18,10.05430
2023-01-19,10.06870
2023-01-20,10.07080
2023-01-23,10.06930
2023-01-24,10.06740
2023-01-25,10.06930
2023-01-27,10.06010
2023-01-30,10.06120
2023-01-31,10.05890
2023-02-01,10.07870
2023-02-02,10.07640
2023-02-03,10.07840
2023-02-06,10.07350
2023-02-07,10.08220
2023-02-08,10.06910
2023-02-09,10.06230
2023-02-10,10.06700
2023-02-13,10.07440
2023-02-14,10.07270
2023-02-15,10.07470
2023-02-16,10.08050
2023-02-17,10.07570
2023-02-20,10.08450
2023-02-21,10.08130
2023-02-22,10.06550
2023-02-23,10.05830
2023-02-24,10.06000
2023-02-27,10.05270
2023-02-28,10.05680
2023-03-01,10.05220
2023-03-02,10.06610
2023-03-03,10.05870
2023-03-06,10.07320
2023-03-08,10.06680
2023-03-09,10.06640
2023-03-10,10.07660
2023-03-13,10.09560
2023-03-14,10.11510
2023-03-15,10.11010
2023-03-16,10.11400
2023-03-17,10.11820
2023-03-20,10.12280
2023-03-21,10.13920
2023-03-23,10.14790
2023-03-24,10.14980
2023-03-27,10.15860
2023-03-28,10.16500
2023-03-29,10.17020
2023-03-31,10.19250
2023-04-03,10.20450
2023-04-05,10.21740
2023-04-06,10.24160
2023-04-10,10.24800
2023-04-11,10.24960
2023-04-12,10.25140
2023-04-13,10.25290
2023-04-17,10.24980
2023-04-18,10.24690
2023-04-19,10.25030
2023-04-20,10.25450
2023-04-21,10.25210
2023-04-24,10.26480
2023-04-25,10.27110
2023-04-26,10.27970
2023-04-27,10.28170
2023-04-28,10.27740
2023-05-02,10.27700
2023-05-03,10.29700
2023-05-04,10.29840
2023-05-08,10.29940
2023-05-09,10.29820
2023-05-10,10.29510
2023-05-11,10.30050
2023-05-12,10.30120
2023-05-15,10.30890
2023-05-16,10.31400
2023-05-17,10.31750
2023-05-18,10.32400
2023-05-19,10.33220
2023-05-22,10.33950
2023-05-23,10.35220
2023-05-24,10.34820
2023-05-25,10.34620
2023-05-26,10.34860
2023-05-29,10.35290
2023-05-30,10.34720
2023-05-31,10.35580
2023-06-01,10.35550
2023-06-02,10.36320
2023-06-05,10.36370
2023-06-06,10.36260
2023-06-07,10.36870
2023-06-08,10.36150
2023-06-09,10.35890
2023-06-12,10.36160
2023-06-13,10.36230
2023-06-14,10.36400
2023-06-15,10.36040
2023-06-16,10.36120
2023-06-19,10.37570
2023-06-20,10.37400
2023-06-21,10.37490
2023-06-22,10.37410
2023-06-23,10.37200
2023-06-26,10.38400
2023-06-27,10.37730
2023-06-28,10.38230
2023-06-30,10.38060
2023-07-03,10.39020
2023-07-04,10.39130
2023-07-05,10.39720
2023-07-06,10.39140
2023-07-07,10.38820
2023-07-10,10.38590
2023-07-11,10.38940
2023-07-12,10.39280
2023-07-13,10.40400
2023-07-14,10.41080
2023-07-17,10.41730
2023-07-18,10.40860
2023-07-19,10.41780
2023-07-20,10.41640
2023-07-21,10.42010
2023-07-24,10.42710
2023-07-25,10.42520
2023-07-26,10.42330
2023-07-27,10.42540
2023-07-28,10.42380
2023-07-31,10.42490
2023-08-01,10.42660
2023-08-02,10.42350
2023-08-03,10.42600
2023-08-04,10.42830
2023-08-07,10.43440
2023-08-08,10.44470
2023-08-09,10.44590
2023-08-10,10.44120
2023-08-11,10.44280
2023-08-14,10.44770
2023-08-17,10.43930
2023-08-18,10.44460
2023-08-21,10.45200
2023-08-22,10.45450
2023-08-23,10.46020
2023-08-24,10.46160
2023-08-25,10.47060
2023-08-28,10.47190
2023-08-29,10.47220
2023-08-30,10.47250
2023-08-31,10.47810
2023-09-01,10.47890
2023-09-04,10.48170
2023-09-05,10.48170
2023-09-06,10.48550
2023-09-07,10.49010
2023-09-08,10.48180
2023-09-11,10.48790
2023-09-12,10.48830
2023-09-13,10.49040
2023-09-14,10.50120
2023-09-15,10.50950
2023-09-18,10.50820
2023-09-20,10.51640
2023-09-21,10.52140
2023-09-22,10.51600
2023-09-25,10.52470
2023-09-26,10.52480
2023-09-27,10.52240
2023-09-29,10.51940
2023-10-03,10.52320
2023-10-04,10.52160
2023-10-05,10.52400
2023-10-06,10.51280
2023-10-09,10.51600
2023-10-10,10.51690
2023-10-11,10.52340
2023-10-12,10.52900
2023-10-13,10.52770
2023-10-16,10.52650
2023-10-17,10.52340
2023-10-18,10.51800
2023-10-19,10.53300
2023-10-20,10.53520
2023-10-23,10.53870
2023-10-25,10.54560
2023-10-26,10.54320
2023-10-27,10.54020
2023-10-30,10.54560
2023-10-31,10.54320
2023-11-01,10.54660
2023-11-02,10.55260
2023-11-03,10.55590
2023-11-06,10.56760
2023-11-07,10.57650
2023-11-08,10.57720
2023-11-09,10.58880
2023-11-10,10.58520
2023-11-13,10.59270
2023-11-15,10.59620
2023-11-16,10.59950
2023-11-17,10.60170
2023-11-20,10.60980
2023-11-21,10.60600
2023-11-22,10.60980
2023-11-23,10.61280
2023-11-24,10.61380
2023-11-28,10.62090
2023-11-29,10.62670
2023-11-30,10.62540
2023-12-01,10.62630
2023-12-04,10.63600
2023-12-05,10.63960
2023-12-06,10.64190
2023-12-07,10.64760
2023-12-08,10.64970
2023-12-11,10.65380
2023-12-12,10.65550
2023-12-13,10.64970
2023-12-14,10.67450
2023-12-15,10.68580
2023-12-18,10.69100
2023-12-19,10.69320
2023-12-20,10.69440
2023-12-21,10.69300
2023-12-22,10.69860
2023-12-26,10.71020
2023-12-27,10.70610
2023-12-28,10.70720
2023-12-29,10.71480
2024-01-01,10.71560
2024-01-02,10.72220
2024-01-03,10.72040
2024-01-04,10.72090
2024-01-05,10.72300
2024-01-08,10.73170
2024-01-09,10.73610
2024-01-10,10.73690
2024-01-11,10.74030
2024-01-12,10.74240
2024-01-15,10.74250
2024-01-16,10.74870
2024-01-17,10.75250
2024-01-18,10.75260
2024-01-19,10.75350
2024-01-23,10.75970
2024-01-24,10.75990
2024-01-25,10.76550
2024-01-29,10.77400
2024-01-30,10.78190
2024-01-31,10.78490
2024-02-01,10.79830
2024-02-02,10.80310
2024-02-05,10.80390
2024-02-06,10.81640
2024-02-07,10.81540
2024-02-08,10.81590
2024-02-09,10.81330
2024-02-12,10.81920
2024-02-13,10.82280
2024-02-14,10.82070
2024-02-15,10.82380
2024-02-16,10.82490
2024-02-20,10.83530
2024-02-21,10.84050
2024-02-22,10.83890
2024-02-23,10.83990
2024-02-26,10.85500
2024-02-27,10.85830
2024-02-28,10.85820
2024-02-29,10.86520
2024-03-01,10.86490
2024-03-04,10.86930
2024-03-05,10.87420
2024-03-06,10.87740
2024-03-07,10.88390
2024-03-11,10.89270
2024-03-12,10.89460
2024-03-13,10.89660
2024-03-14,10.90090
2024-03-15,10.90220
2024-03-18,10.90510
2024-03-19,10.90420
2024-03-20,10.91270
2024-03-21,10.91120
2024-03-22,10.90780
2024-03-26,10.91540
2024-03-27,10.91700
2024-03-28,10.92590
2024-03-31,10.93010
2024-04-02,10.93000
2024-04-03,10.93620
2024-04-04,10.94030
2024-04-05,10.94060
2024-04-08,10.94340
2024-04-10,10.95100
2024-04-12,10.94670
2024-04-15,10.95650
2024-04-16,10.95960
2024-04-18,10.95920
2024-04-19,10.94960
2024-04-22,10.96560
2024-04-23,10.96980
2024-04-24,10.96780
2024-04-25,10.96990
2024-04-26,10.97100
2024-04-29,10.97940
2024-04-30,10.98260
2024-05-02,10.98890
2024-05-03,10.99430
2024-05-06,11.01020
2024-05-07,11.01130
2024-05-08,11.00930
2024-05-09,11.01370
2024-05-10,11.01790
2024-05-13,11.02560
2024-05-14,11.02450
2024-05-15,11.02910
2024-05-16,11.03330
2024-05-17,11.03500
2024-05-21,11.04440
2024-05-22,11.05500
2024-05-24,11.05820
2024-05-27,11.06610
2024-05-28,11.06590
2024-05-29,11.06970
2024-05-30,11.06830
2024-05-31,11.06540
2024-06-03,11.07520
2024-06-04,11.06830
2024-06-05,11.07020
2024-06-06,11.07640
2024-06-07,11.08360
2024-06-10,11.09580
2024-06-11,11.09920
2024-06-12,11.09760
2024-06-13,11.10160
2024-06-14,11.10480
2024-06-18,11.11330
2024-06-19,11.11960
2024-06-20,11.12540
2024-06-21,11.12830
2024-06-24,11.14040
2024-06-25,11.14390
2024-06-26,11.14700
2024-06-27,11.14310
2024-06-28,11.14410
2024-07-01,11.14940
2024-07-02,11.15600
2024-07-03,11.15890
2024-07-04,11.16540
2024-07-05,11.16810
2024-07-08,11.17340
2024-07-09,11.17570
2024-07-10,11.17980
2024-07-11,11.18250
2024-07-12,11.18620
2024-07-15,11.19410
2024-07-16,11.19900
2024-07-18,11.20300
2024-07-19,11.19450
2024-07-22,11.21260
2024-07-23,11.21280
2024-07-24,11.21500
2024-07-25,11.21570
2024-07-26,11.21990
2024-07-29,11.24190
2024-07-30,11.23780
2024-07-31,11.23420
2024-08-01,11.24210
2024-08-02,11.24620
2024-08-05,11.25890
2024-08-06,11.26000
2024-08-07,11.26550
2024-08-08,11.26440
2024-08-09,11.26700
2024-08-12,11.27310
2024-08-13,11.27890
2024-08-14,11.27750
2024-08-16,11.28040
2024-08-19,11.28700
2024-08-20,11.29420
2024-08-21,11.29820
2024-08-22,11.29960
2024-08-23,11.30340
2024-08-26,11.31200
2024-08-27,11.31310
2024-08-28,11.31530
2024-08-29,11.31600
2024-08-30,11.31360
2024-09-02,11.32130
2024-09-03,11.32530
2024-09-04,11.32340
2024-09-05,11.32710
2024-09-06,11.32930
2024-09-09,11.33590
2024-09-10,11.33740
2024-09-11,11.34080
2024-09-12,11.34590
2024-09-13,11.35110
2024-09-16,11.36010
2024-09-17,11.36260
2024-09-19,11.36950
2024-09-20,11.37160
2024-09-23,11.37550
