Date,NAV
2022-03-09,10.01610
2022-03-10,10.03030
2022-03-11,10.01510
2022-03-14,10.03010
2022-03-15,10.02600
2022-03-16,10.03010
2022-03-17,10.03650
2022-03-21,10.04810
2022-03-22,10.03300
2022-03-23,10.04070
2022-03-24,10.04400
2022-03-25,10.05590
2022-03-28,10.06250
2022-03-29,10.07800
2022-03-30,10.09040
2022-03-31,10.09980
2022-04-04,10.08510
2022-04-05,10.09000
2022-04-06,10.06870
2022-04-07,10.08560
2022-04-08,9.99770
2022-04-11,9.96870
2022-04-12,9.95130
2022-04-13,9.91030
2022-04-18,9.92120
2022-04-19,9.93590
2022-04-20,9.94510
2022-04-21,9.92300
2022-04-22,9.91680
2022-04-25,9.92980
2022-04-26,9.93230
2022-04-27,9.92670
2022-04-28,9.93040
2022-04-29,9.91600
2022-05-02,9.91420
2022-05-04,9.78380
2022-05-05,9.75150
2022-05-06,9.71370
2022-05-09,9.73030
2022-05-10,9.75950
2022-05-11,9.78080
2022-05-12,9.78930
2022-05-13,9.78100
2022-05-17,9.78220
2022-05-18,9.77240
2022-05-19,9.77550
2022-05-20,9.77750
2022-05-23,9.78530
2022-05-24,9.79720
2022-05-25,9.80540
2022-05-26,9.81210
2022-05-27,9.80250
2022-05-30,9.78890
2022-05-31,9.76320
2022-06-01,9.76910
2022-06-02,9.76220
2022-06-03,9.75560
2022-06-06,9.74490
2022-06-07,9.72500
2022-06-08,9.74900
2022-06-09,9.74430
2022-06-10,9.74490
2022-06-13,9.72870
2022-06-14,9.73430
2022-06-15,9.73720
2022-06-16,9.74220
2022-06-17,9.75490
2022-06-20,9.78050
2022-06-21,9.78720
2022-06-22,9.80610
2022-06-23,9.81000
2022-06-24,9.81430
2022-06-27,9.81700
2022-06-28,9.81410
2022-06-29,9.81800
2022-06-30,9.83010
2022-07-01,9.83910
2022-07-04,9.85960
2022-07-05,9.85720
2022-07-06,9.88160
2022-07-07,9.87240
2022-07-08,9.87690
2022-07-11,9.87340
2022-07-12,9.87630
2022-07-13,9.89780
2022-07-14,9.89480
2022-07-15,9.87870
2022-07-18,9.89840
2022-07-19,9.89260
2022-07-20,9.89550
2022-07-21,9.89870
2022-07-22,9.90330
2022-07-25,9.92230
2022-07-26,9.92310
2022-07-27,9.92590
2022-07-28,9.93070
2022-07-29,9.94870
2022-08-01,9.98440
2022-08-02,9.99900
2022-08-03,9.98870
2022-08-04,10.01040
2022-08-05,9.97520
2022-08-08,9.97330
2022-08-10,9.97870
2022-08-11,9.99430
2022-08-12,9.99850
2022-08-17,10.04790
2022-08-18,10.04270
2022-08-19,10.03060
2022-08-22,10.03650
2022-08-23,10.03780
2022-08-24,10.04420
2022-08-25,10.03500
2022-08-26,10.04500
2022-08-29,10.03490
2022-08-30,10.05340
2022-09-01,10.05750
2022-09-02,10.05230
2022-09-05,10.05520
2022-09-06,10.05690
2022-09-07,10.05740
2022-09-08,10.06100
2022-09-09,10.08890
2022-09-12,10.09140
2022-09-13,10.10090
2022-09-14,10.08420
2022-09-15,10.04450
2022-09-16,10.00450
2022-09-19,9.99650
2022-09-20,9.99560
2022-09-21,10.00150
2022-09-22,9.98550
2022-09-23,9.95890
2022-09-26,9.93210
2022-09-27,9.95920
2022-09-28,9.95910
2022-09-29,9.96480
2022-09-30,9.99480
2022-10-03,9.98880
2022-10-04,10.01130
2022-10-06,10.00200
2022-10-07,9.98340
2022-10-10,9.94900
2022-10-11,9.95840
2022-10-12,9.98560
2022-10-13,9.98970
2022-10-14,9.98760
2022-10-17,10.01220
2022-10-18,10.02050
2022-10-19,10.02650
2022-10-20,10.02070
2022-10-21,9.99920
2022-10-25,10.01860
2022-10-27,10.05000
2022-10-28,10.04180
2022-10-31,10.04400
2022-11-01,10.04210
2022-11-02,10.04400
2022-11-03,10.04100
2022-11-04,10.03280
2022-11-07,10.04300
2022-11-09,10.06080
2022-11-10,10.08260
2022-11-11,10.11770
2022-11-14,10.11590
2022-11-15,10.13030
2022-11-16,10.13120
2022-11-17,10.13380
2022-11-18,10.12740
2022-11-21,10.12940
2022-11-22,10.12630
2022-11-23,10.12930
2022-11-24,10.14630
2022-11-25,10.14870
2022-11-28,10.16690
2022-11-29,10.15580
