Date,NAV
2022-03-07,9.63810
2022-03-08,9.76220
2022-03-09,9.87110
2022-03-10,10.01950
2022-03-11,10.03420
2022-03-14,10.05940
2022-03-15,10.06790
2022-03-16,10.21030
2022-03-17,10.30480
2022-03-21,10.17090
2022-03-22,10.13700
2022-03-23,10.09590
2022-03-24,10.08060
2022-03-25,10.03840
2022-03-28,9.97270
2022-03-29,10.02620
2022-03-30,10.10470
2022-03-31,10.15740
2022-04-01,10.24990
2022-04-04,10.35370
2022-04-05,10.41600
2022-04-06,10.36340
2022-04-07,10.34960
2022-04-08,10.43240
2022-04-11,10.41080
2022-04-12,10.33000
2022-04-13,10.31790
2022-04-18,10.28260
2022-04-19,10.09220
2022-04-20,10.19960
2022-04-21,10.30120
2022-04-22,10.24120
2022-04-25,10.10910
2022-04-26,10.24460
2022-04-27,10.21920
2022-04-28,10.34240
2022-04-29,10.27060
2022-05-02,10.23370
2022-05-04,10.07390
2022-05-05,10.02910
2022-05-06,9.90530
2022-05-09,9.83860
2022-05-10,9.79950
2022-05-11,9.76470
2022-05-12,9.64120
2022-05-13,9.70720
2022-05-16,9.71900
2022-05-17,9.83590
2022-05-18,9.92170
2022-05-19,9.74740
2022-05-20,9.96600
2022-05-23,9.97760
2022-05-24,9.92460
2022-05-25,9.89310
2022-05-26,9.97460
2022-05-27,10.05240
2022-05-30,10.20590
2022-05-31,10.28950
2022-06-01,10.18990
2022-06-02,10.21230
2022-06-03,10.15250
2022-06-06,10.12330
2022-06-07,10.01350
2022-06-08,9.96630
2022-06-09,10.00780
2022-06-10,9.96710
2022-06-13,9.82970
2022-06-14,9.79550
2022-06-15,9.80060
2022-06-16,9.67680
2022-06-17,9.51990
2022-06-20,9.57010
2022-06-21,9.71780
2022-06-22,9.62110
2022-06-23,9.73240
2022-06-24,9.79750
2022-06-27,9.85640
2022-06-28,9.88400
2022-06-29,9.79700
2022-06-30,9.77220
2022-07-01,9.94130
2022-07-04,10.04410
2022-07-05,10.01420
2022-07-06,10.19270
2022-07-07,10.24190
2022-07-08,10.26720
2022-07-11,10.31120
2022-07-12,10.21160
2022-07-13,10.25390
2022-07-14,10.25510
2022-07-15,10.34760
2022-07-18,10.36620
2022-07-19,10.35560
2022-07-20,10.40940
2022-07-21,10.49880
2022-07-22,10.51000
2022-07-25,10.45170
2022-07-26,10.32070
2022-07-27,10.41860
2022-07-28,10.49790
2022-07-29,10.62690
2022-08-01,10.71280
2022-08-02,10.76650
2022-08-03,10.74040
2022-08-04,10.78260
2022-08-05,10.79440
2022-08-08,10.79690
2022-08-10,10.76140
2022-08-11,10.75400
2022-08-12,10.75390
2022-08-16,10.86870
2022-08-17,10.94000
2022-08-18,10.94950
2022-08-19,10.85560
2022-08-22,10.75590
2022-08-23,10.78020
2022-08-24,10.77070
2022-08-25,10.73840
2022-08-26,10.74980
2022-08-29,10.73740
2022-08-30,10.90500
2022-09-01,10.85660
2022-09-02,10.83350
2022-09-05,10.86700
2022-09-06,10.84840
2022-09-07,10.88080
2022-09-08,10.92490
2022-09-09,10.91430
2022-09-12,10.96310
2022-09-13,11.00370
2022-09-14,10.93810
2022-09-15,10.90420
2022-09-16,10.59110
2022-09-19,10.60300
2022-09-20,10.73290
2022-09-21,10.66660
2022-09-22,10.69690
2022-09-23,10.59680
2022-09-26,10.43950
2022-09-27,10.48740
2022-09-28,10.49550
2022-09-29,10.52210
2022-09-30,10.57840
2022-10-03,10.46190
2022-10-04,10.59960
2022-10-06,10.58860
2022-10-07,10.55780
2022-10-10,10.52820
2022-10-11,10.38580
2022-10-12,10.46710
2022-10-13,10.41800
2022-10-14,10.46510
2022-10-17,10.50650
2022-10-18,10.58270
2022-10-19,10.57040
2022-10-20,10.64320
2022-10-21,10.61850
2022-10-25,10.68430
2022-10-27,10.75030
2022-10-28,10.77280
2022-10-31,10.86730
2022-11-01,10.95520
2022-11-02,10.95400
2022-11-03,10.96190
2022-11-04,10.97360
2022-11-07,11.03580
2022-11-09,10.96540
2022-11-10,10.91930
2022-11-11,10.96240
2022-11-14,10.96920
2022-11-15,11.01610
2022-11-16,11.07380
2022-11-17,11.10890
2022-11-18,11.06190
2022-11-21,11.03210
2022-11-22,11.08350
2022-11-23,11.09840
2022-11-24,11.20410
2022-11-25,11.25460
2022-11-28,11.31720
2022-11-29,11.44710
2022-11-30,11.49550
2022-12-01,11.52290
2022-12-02,11.51070
2022-12-05,11.48710
2022-12-06,11.45750
2022-12-07,11.47350
2022-12-08,11.47270
2022-12-09,11.44920
2022-12-12,11.51790
2022-12-13,11.53880
2022-12-14,11.51070
2022-12-15,11.39030
2022-12-16,11.29770
2022-12-19,11.37730
2022-12-20,11.37270
2022-12-21,11.26610
2022-12-22,11.22710
2022-12-23,10.96960
2022-12-26,11.09070
2022-12-27,11.15540
2022-12-28,11.17480
2022-12-29,11.17680
2022-12-30,11.13440
2023-01-02,11.16210
2023-01-03,11.21890
2023-01-04,11.13940
2023-01-05,11.23210
2023-01-06,11.17180
2023-01-09,11.25240
2023-01-10,11.18010
