Date,NAV
2013-01-03,17.07000
2013-01-04,17.08500
2013-01-07,17.04700
2013-01-08,17.04800
2013-01-09,17.02000
2013-01-10,16.97600
2013-01-11,16.70300
2013-01-14,16.93100
2013-01-15,17.00400
2013-01-16,16.74700
2013-01-17,16.79000
2013-01-18,16.85100
2013-01-21,16.93600
2013-01-22,16.81300
2013-01-23,16.77300
2013-01-24,16.46800
2013-01-25,16.69200
2013-01-28,16.65800
2013-01-29,16.58200
2013-01-30,16.50200
2013-01-31,16.53500
2013-02-01,16.44800
2013-02-04,16.33500
2013-02-05,16.23400
2013-02-06,16.22100
2013-02-07,16.06900
2013-02-08,15.91600
2013-02-11,15.93600
2013-02-12,15.96800
2013-02-13,15.89000
2013-02-14,15.63200
2013-02-15,15.66300
2013-02-18,15.76800
2013-02-19,15.89000
2013-02-20,15.82100
2013-02-21,15.52400
2013-02-22,15.53200
2013-02-25,15.35600
2013-02-26,15.11800
2013-02-27,15.32300
2013-02-28,14.88100
2013-03-01,14.92400
2013-03-04,14.73000
2013-03-05,14.98800
2013-03-06,15.15900
2013-03-07,15.27600
2013-03-08,15.48100
2013-03-11,15.47700
2013-03-12,15.37400
2013-03-13,15.17300
2013-03-14,15.36000
2013-03-15,15.26500
2013-03-18,15.10300
2013-03-19,14.81400
2013-03-20,14.43700
2013-03-21,14.29400
2013-03-22,14.25200
2013-03-25,14.17700
2013-03-26,14.14400
2013-03-28,14.36400
2013-04-01,14.47200
2013-04-02,14.63900
2013-04-03,14.50100
2013-04-04,14.21200
2013-04-05,14.18400
2013-04-08,14.14500
2013-04-09,13.99800
2013-04-10,14.10200
2013-04-11,14.12100
2013-04-12,14.19300
2013-04-15,14.32000
2013-04-16,14.62200
2013-04-17,14.61200
2013-04-18,14.85200
2013-04-22,15.11800
2013-04-23,15.10300
2013-04-25,15.27700
2013-04-26,15.13400
2013-04-29,15.23600
2013-04-30,15.17800
2013-05-02,15.39400
2013-05-03,15.29200
2013-05-06,15.35100
2013-05-07,15.49400
2013-05-08,15.48400
2013-05-09,15.45600
2013-05-10,15.52600
2013-05-13,15.29500
2013-05-14,15.35500
2013-05-15,15.70400
2013-05-16,15.89600
2013-05-17,16.00200
2013-05-20,15.90500
2013-05-21,15.72300
2013-05-22,15.52400
2013-05-23,15.07200
2013-05-24,15.20800
2013-05-27,15.39300
2013-05-28,15.51400
2013-05-29,15.38200
2013-05-30,15.34500
2013-05-31,15.03500
2013-06-03,14.93000
2013-06-04,14.91800
2013-06-05,14.94800
2013-06-06,14.94400
2013-06-07,14.81800
2013-06-10,14.69200
2013-06-11,14.43600
2013-06-12,14.41500
2013-06-13,14.31000
2013-06-14,14.57400
2013-06-17,14.61300
2013-06-18,14.57000
2013-06-19,14.63300
2013-06-20,14.21300
2013-06-21,14.10200
2013-06-24,13.80300
2013-06-25,13.82500
2013-06-26,13.76900
2013-06-27,13.84200
2013-06-28,14.24000
2013-07-01,14.48600
2013-07-02,14.42700
2013-07-03,14.09000
2013-07-04,14.15100
2013-07-05,14.18200
2013-07-08,14.01300
2013-07-09,14.14000
2013-07-10,14.04900
2013-07-11,14.31200
2013-07-12,14.36900
2013-07-15,14.49400
2013-07-16,14.20900
2013-07-17,14.04400
