SchemeCode,AMC,SchemeName,ISIN,ISINdivReinvestment,SchemeType,Category,SchemeNameCleaned,SchemeMinimumAmount,LaunchDate,ClosureDate
120489,JM Financial Asset Management Limited,JM Large Cap Fund (Direct) - IDCW,INF192K01BX5,INF192K01BY3,Open Ended,Equity Schemes - Large Cap Fund,JM Large Cap Fund,Rs. 1000/- and in multiples of Re. 1 thereafter.,01-Apr-1995,
120490,JM Financial Asset Management Limited,JM Large Cap Fund (Direct) - Growth Option,INF192K01BZ0,,Open Ended,Equity Schemes - Large Cap Fund,JM Large Cap Fund,Rs. 1000/- and in multiples of Re. 1 thereafter.,01-Apr-1995,
100220,JM Financial Asset Management Limited,JM Aggressive Hybrid Fund (Regular) - IDCW,INF192K01528,INF192K01536,Open Ended,Hybrid Schemes - Aggressive Hybrid Fund,JM Aggressive Hybrid Fund,Rs.1000/- and in multiples of Re. 1 thereafter.,01-Apr-1995,01-Apr-1995
100221,JM Financial Asset Management Limited,JM Aggressive Hybrid Fund (Regular) -Growth Option,INF192K01544,,Open Ended,Hybrid Schemes - Aggressive Hybrid Fund,JM Aggressive Hybrid Fund,Rs.1000/- and in multiples of Re. 1 thereafter.,01-Apr-1995,01-Apr-1995
133407,JM Financial Asset Management Limited,JM Aggressive Hybrid Fund (Regular) - Annual Bonus Option - Principal Units,INF192K01GZ9,,Open Ended,Hybrid Schemes - Aggressive Hybrid Fund,JM Aggressive Hybrid Fund,Rs.1000/- and in multiples of Re. 1 thereafter.,01-Apr-1995,01-Apr-1995
133408,JM Financial Asset Management Limited,JM Aggressive Hybrid Fund (Regular) - Half Yearly IDCW,INF192K01HD4,INF192K01HE2,Open Ended,Hybrid Schemes - Aggressive Hybrid Fund,JM Aggressive Hybrid Fund,Rs.1000/- and in multiples of Re. 1 thereafter.,01-Apr-1995,01-Apr-1995
133409,JM Financial Asset Management Limited,JM Aggressive Hybrid Fund (Direct) - Half Yearly Bonus Option - Principal Units,INF192K01HV6,,Open Ended,Hybrid Schemes - Aggressive Hybrid Fund,JM Aggressive Hybrid Fund,Rs.1000/- and in multiples of Re. 1 thereafter.,01-Apr-1995,01-Apr-1995
133410,JM Financial Asset Management Limited,JM Aggressive Hybrid Fund (Regular) - Quarterly Bonus Option - Principal Units,INF192K01HX2,,Open Ended,Hybrid Schemes - Aggressive Hybrid Fund,JM Aggressive Hybrid Fund,Rs.1000/- and in multiples of Re. 1 thereafter.,01-Apr-1995,01-Apr-1995
133411,JM Financial Asset Management Limited,JM Aggressive Hybrid Fund (Direct) - Quarterly Bonus Option - Principal Units,INF192K01HZ7,,Open Ended,Hybrid Schemes - Aggressive Hybrid Fund,JM Aggressive Hybrid Fund,Rs.1000/- and in multiples of Re. 1 thereafter.,01-Apr-1995,01-Apr-1995
133412,JM Financial Asset Management Limited,JM Aggressive Hybrid Fund (Direct) - Monthly IDCW,INF192K01HN3,INF192K01HO1,Open Ended,Hybrid Schemes - Aggressive Hybrid Fund,JM Aggressive Hybrid Fund,Rs.1000/- and in multiples of Re. 1 thereafter.,01-Apr-1995,01-Apr-1995
133401,JM Financial Asset Management Limited,JM Aggressive Hybrid Fund (Direct) - Bonus Option - Principal Units,INF192K01GP0,,Open Ended,Hybrid Schemes - Aggressive Hybrid Fund,JM Aggressive Hybrid Fund,Rs.1000/- and in multiples of Re. 1 thereafter.,01-Apr-1995,01-Apr-1995
133402,JM Financial Asset Management Limited,JM Aggressive Hybrid Fund (Direct) - Half Yearly IDCW,INF192K01HH5,INF192K01HI3,Open Ended,Hybrid Schemes - Aggressive Hybrid Fund,JM Aggressive Hybrid Fund,Rs.1000/- and in multiples of Re. 1 thereafter.,01-Apr-1995,01-Apr-1995
133403,JM Financial Asset Management Limited,JM Aggressive Hybrid Fund (Regular) - Half Yearly Bonus Option - Principal Units,INF192K01HT0,,Open Ended,Hybrid Schemes - Aggressive Hybrid Fund,JM Aggressive Hybrid Fund,Rs.1000/- and in multiples of Re. 1 thereafter.,01-Apr-1995,01-Apr-1995
133404,JM Financial Asset Management Limited,JM Aggressive Hybrid Fund (Regular) - Monthly IDCW,INF192K01HL7,INF192K01HM5,Open Ended,Hybrid Schemes - Aggressive Hybrid Fund,JM Aggressive Hybrid Fund,Rs.1000/- and in multiples of Re. 1 thereafter.,01-Apr-1995,01-Apr-1995
133405,JM Financial Asset Management Limited,JM Aggressive Hybrid Fund (Regular) - Quarterly IDCW,INF192K01HP8,INF192K01HQ6,Open Ended,Hybrid Schemes - Aggressive Hybrid Fund,JM Aggressive Hybrid Fund,Rs.1000/- and in multiples of Re. 1 thereafter.,01-Apr-1995,01-Apr-1995
133406,JM Financial Asset Management Limited,JM Aggressive Hybrid Fund (Direct) - Quarterly IDCW,INF192K01HR4,INF192K01HS2,Open Ended,Hybrid Schemes - Aggressive Hybrid Fund,JM Aggressive Hybrid Fund,Rs.1000/- and in multiples of Re. 1 thereafter.,01-Apr-1995,01-Apr-1995
130904,JM Financial Asset Management Limited,JM Aggressive Hybrid Fund (Direct) - Annual Bonus Option,INF192K01HB8,,Open Ended,Hybrid Schemes - Aggressive Hybrid Fund,JM Aggressive Hybrid Fund,Rs.1000/- and in multiples of Re. 1 thereafter.,01-Apr-1995,01-Apr-1995
131476,JM Financial Asset Management Limited,JM Aggressive Hybrid Fund (Regular) - Annual IDCW,INF192K01HF9,INF192K01HG7,Open Ended,Hybrid Schemes - Aggressive Hybrid Fund,JM Aggressive Hybrid Fund,Rs.1000/- and in multiples of Re. 1 thereafter.,01-Apr-1995,01-Apr-1995
131477,JM Financial Asset Management Limited,JM Aggressive Hybrid Fund (Direct) - Annual IDCW,INF192K01HJ1,INF192K01HK9,Open Ended,Hybrid Schemes - Aggressive Hybrid Fund,JM Aggressive Hybrid Fund,Rs.1000/- and in multiples of Re. 1 thereafter.,01-Apr-1995,01-Apr-1995
133400,JM Financial Asset Management Limited,JM Aggressive Hybrid Fund (Regular) - Bonus Option - Principal Units,INF192K01GN5,,Open Ended,Hybrid Schemes - Aggressive Hybrid Fund,JM Aggressive Hybrid Fund,Rs.1000/- and in multiples of Re. 1 thereafter.,01-Apr-1995,01-Apr-1995
120483,JM Financial Asset Management Limited,JM Aggressive Hybrid Fund (Direct) - IDCW,INF192K01BO4,INF192K01BP1,Open Ended,Hybrid Schemes - Aggressive Hybrid Fund,JM Aggressive Hybrid Fund,Rs.1000/- and in multiples of Re. 1 thereafter.,01-Apr-1995,01-Apr-1995
120484,JM Financial Asset Management Limited,JM Aggressive Hybrid Fund (Direct) - Growth Option,INF192K01BQ9,,Open Ended,Hybrid Schemes - Aggressive Hybrid Fund,JM Aggressive Hybrid Fund,Rs.1000/- and in multiples of Re. 1 thereafter.,01-Apr-1995,01-Apr-1995
100222,JM Financial Asset Management Limited,JM Medium to Long Term Fund (Regular) - Quarterly IDCW,INF192K01999,INF192K01AA5,Open Ended,Income/Debt Oriented Schemes - Medium to Long Term Fund,JM Medium to Long Term Fund,Rs. 1000/- and in multiples of Re. 1 thereafter.,01-Jan-2013,
100223,JM Financial Asset Management Limited,JM Medium to Long Term Fund (Regular) - Growth Option,INF192K01AB3,,Open Ended,Income/Debt Oriented Schemes - Medium to Long Term Fund,JM Medium to Long Term Fund,Rs. 1000/- and in multiples of Re. 1 thereafter.,01-Jan-2013,
100224,JM Financial Asset Management Limited,JM Income Fund-Serial Plan 2004 Growth,,,Open Ended,Income/Debt Oriented Schemes - Medium to Long Term Fund,JM Medium to Long Term Fund,Rs. 1000/- and in multiples of Re. 1 thereafter.,01-Jan-2013,
100225,JM Financial Asset Management Limited,JM Income Fund-Serial Plan 2003 Dividend,,,Open Ended,Income/Debt Oriented Schemes - Medium to Long Term Fund,JM Medium to Long Term Fund,Rs. 1000/- and in multiples of Re. 1 thereafter.,01-Jan-2013,
100226,JM Financial Asset Management Limited,JM Income Fund-JM Income Fund - Serial Plan 2004 Growth,,,Open Ended,Income/Debt Oriented Schemes - Medium to Long Term Fund,JM Medium to Long Term Fund,Rs. 1000/- and in multiples of Re. 1 thereafter.,01-Jan-2013,
100227,JM Financial Asset Management Limited,JM Income Fund-Serial Plan 2004 Growth,,,Open Ended,Income/Debt Oriented Schemes - Medium to Long Term Fund,JM Medium to Long Term Fund,Rs. 1000/- and in multiples of Re. 1 thereafter.,01-Jan-2013,
100228,JM Financial Asset Management Limited,JM Income Fund-Serial Plan 2004 Dividend,,,Open Ended,Income/Debt Oriented Schemes - Medium to Long Term Fund,JM Medium to Long Term Fund,Rs. 1000/- and in multiples of Re. 1 thereafter.,01-Jan-2013,
120428,JM Financial Asset Management Limited,JM Medium to Long Term Fund (Direct) - Bonus Option - Principal Units,INF192K01CX3,,Open Ended,Income/Debt Oriented Schemes - Medium to Long Term Fund,JM Medium to Long Term Fund,Rs. 1000/- and in multiples of Re. 1 thereafter.,01-Jan-2013,
120429,JM Financial Asset Management Limited,JM Medium to Long Term Fund (Direct)-Bonus Option - Bonus Units,,,Open Ended,Income/Debt Oriented Schemes - Medium to Long Term Fund,JM Medium to Long Term Fund,Rs. 1000/- and in multiples of Re. 1 thereafter.,01-Jan-2013,
120430,JM Financial Asset Management Limited,JM Medium to Long Term Fund (Direct) - Growth Option,INF192K01CW5,,Open Ended,Income/Debt Oriented Schemes - Medium to Long Term Fund,JM Medium to Long Term Fund,Rs. 1000/- and in multiples of Re. 1 thereafter.,01-Jan-2013,
120431,JM Financial Asset Management Limited,JM Medium to Long Term Fund (Direct) - Quarterly IDCW,INF192K01CU9,INF192K01CV7,Open Ended,Income/Debt Oriented Schemes - Medium to Long Term Fund,JM Medium to Long Term Fund,Rs. 1000/- and in multiples of Re. 1 thereafter.,01-Jan-2013,
100233,JM Financial Asset Management Limited,JM Liquid Fund (Regular) - Weekly IDCW,INF192K01841,INF192K01858,Open Ended,Income/Debt Oriented Schemes - Liquid Fund,JM Liquid Fund,Rs. 1000/- and in multiples of Re. 1 thereafter.,23-Dec-1997,
100234,JM Financial Asset Management Limited,JM Liquid Fund - Growth Option,INF192K01882,,Open Ended,Income/Debt Oriented Schemes - Liquid Fund,JM Liquid Fund,Rs. 1000/- and in multiples of Re. 1 thereafter.,23-Dec-1997,
100235,JM Financial Asset Management Limited,JM High Liquidity Fund-Serial Plan 01,,,Open Ended,Income/Debt Oriented Schemes - Liquid Fund,JM Liquid Fund,Rs. 1000/- and in multiples of Re. 1 thereafter.,23-Dec-1997,
100236,JM Financial Asset Management Limited,JM High Liquidity Fund-Serial Plan 02,,,Open Ended,Income/Debt Oriented Schemes - Liquid Fund,JM Liquid Fund,Rs. 1000/- and in multiples of Re. 1 thereafter.,23-Dec-1997,
100239,JM Financial Asset Management Limited,JM High Liquidity Fund-Monthly Dividend,,,Open Ended,Income/Debt Oriented Schemes - Liquid Fund,JM Liquid Fund,Rs. 1000/- and in multiples of Re. 1 thereafter.,23-Dec-1997,
100240,JM Financial Asset Management Limited,JM High Liquidity Fund-Institutional Plan - Monthly Dividend,,,Open Ended,Income/Debt Oriented Schemes - Liquid Fund,JM Liquid Fund,Rs. 1000/- and in multiples of Re. 1 thereafter.,23-Dec-1997,
148413,JM Financial Asset Management Limited,JM Liquid Fund - Unclaimed Brokerage I.E.F. (Direct) - Growth Plan,,,Open Ended,Income/Debt Oriented Schemes - Liquid Fund,JM Liquid Fund,Rs. 1000/- and in multiples of Re. 1 thereafter.,23-Dec-1997,
148414,JM Financial Asset Management Limited,JM Liquid Fund - Unclaimed Application Refund Amount I.E.F. (Direct) - Growth Plan,,,Open Ended,Income/Debt Oriented Schemes - Liquid Fund,JM Liquid Fund,Rs. 1000/- and in multiples of Re. 1 thereafter.,23-Dec-1997,
148415,JM Financial Asset Management Limited,JM Liquid Fund - Withheld Brokerage I.E.F. (Direct) - Growth Plan,,,Open Ended,Income/Debt Oriented Schemes - Liquid Fund,JM Liquid Fund,Rs. 1000/- and in multiples of Re. 1 thereafter.,23-Dec-1997,
139257,JM Financial Asset Management Limited,JM Liquid Fund Unclaimed Redemption (Direct) Growth Plan,INF192K01LA2,,Open Ended,Income/Debt Oriented Schemes - Liquid Fund,JM Liquid Fund,Rs. 1000/- and in multiples of Re. 1 thereafter.,23-Dec-1997,
139258,JM Financial Asset Management Limited,JM Liquid Fund Unclaimed Dividend (Direct) Growth Plan,INF192K01LB0,,Open Ended,Income/Debt Oriented Schemes - Liquid Fund,JM Liquid Fund,Rs. 1000/- and in multiples of Re. 1 thereafter.,23-Dec-1997,
139259,JM Financial Asset Management Limited,JM Liquid Fund Unclaimed Redemption IEF (Direct) Growth Plan,INF192K01LC8,,Open Ended,Income/Debt Oriented Schemes - Liquid Fund,JM Liquid Fund,Rs. 1000/- and in multiples of Re. 1 thereafter.,23-Dec-1997,
139260,JM Financial Asset Management Limited,JM Liquid Fund Unclaimed Dividend IEF (Direct) Growth Plan,INF192K01LD6,,Open Ended,Income/Debt Oriented Schemes - Liquid Fund,JM Liquid Fund,Rs. 1000/- and in multiples of Re. 1 thereafter.,23-Dec-1997,
120406,JM Financial Asset Management Limited,JM Liquid Fund (Direct) - Growth Option,INF192K01CM6,,Open Ended,Income/Debt Oriented Schemes - Liquid Fund,JM Liquid Fund,Rs. 1000/- and in multiples of Re. 1 thereafter.,23-Dec-1997,
120407,JM Financial Asset Management Limited,JM Liquid Fund (Direct) - Weekly IDCW,INF192K01CI4,INF192K01CJ2,Open Ended,Income/Debt Oriented Schemes - Liquid Fund,JM Liquid Fund,Rs. 1000/- and in multiples of Re. 1 thereafter.,23-Dec-1997,
120408,JM Financial Asset Management Limited,JM Liquid Fund (Direct) - Quarterly IDCW,INF192K01CK0,INF192K01CL8,Open Ended,Income/Debt Oriented Schemes - Liquid Fund,JM Liquid Fund,Rs. 1000/- and in multiples of Re. 1 thereafter.,23-Dec-1997,
120410,JM Financial Asset Management Limited,JM Liquid Fund (Direct) - Bonus Option - Bonus Option - Principal units,INF192K01CN4,,Open Ended,Income/Debt Oriented Schemes - Liquid Fund,JM Liquid Fund,Rs. 1000/- and in multiples of Re. 1 thereafter.,23-Dec-1997,
120411,JM Financial Asset Management Limited,JM Liquid Fund (Direct) - Daily IDCW,INF192K01CH6,,Open Ended,Income/Debt Oriented Schemes - Liquid Fund,JM Liquid Fund,Rs. 1000/- and in multiples of Re. 1 thereafter.,23-Dec-1997,
100242,JM Financial Asset Management Limited,JM High Liquidity Fund-Montly Dividend,,,Open Ended,Income/Debt Oriented Schemes - Liquid Fund,JM Liquid Fund,Rs. 1000/- and in multiples of Re. 1 thereafter.,23-Dec-1997,
100244,JM Financial Asset Management Limited,JM Liquid Fund (Regular) - Quarterly IDCW,INF192K01866,INF192K01874,Open Ended,Income/Debt Oriented Schemes - Liquid Fund,JM Liquid Fund,Rs. 1000/- and in multiples of Re. 1 thereafter.,23-Dec-1997,
100247,JM Financial Asset Management Limited,JM Liquid Fund (Regular) - Super Institutional Plan - Growth Option,INF192K01981,,Open Ended,Income/Debt Oriented Schemes - Liquid Fund,JM Liquid Fund,Rs. 1000/- and in multiples of Re. 1 thereafter.,23-Dec-1997,
100248,JM Financial Asset Management Limited,JM G-Sec Fund-Short Term Plan,,,Open Ended,Debt Scheme - Gilt Fund,JM G-Sec Fund,Rs 5000/-,29-Sep-1992,
100249,JM Financial Asset Management Limited,JM G-Sec Fund - Quarterly Dividend Option,INF192K01783,INF192K01791,Open Ended,Debt Scheme - Gilt Fund,JM G-Sec Fund,Rs 5000/-,29-Sep-1992,
100250,JM Financial Asset Management Limited,JM G-Sec Fund - Growth Option,INF192K01809,,Open Ended,Debt Scheme - Gilt Fund,JM G-Sec Fund,Rs 5000/-,29-Sep-1992,
100253,JM Financial Asset Management Limited,JM G-Sec Fund - Bonus Option - Principal Units,INF192K01817,,Open Ended,Debt Scheme - Gilt Fund,JM G-Sec Fund,Rs 5000/-,29-Sep-1992,
120418,JM Financial Asset Management Limited,JM G-Sec Fund - (Direct) - Bonus Option - Principal Units,,,Open Ended,Debt Scheme - Gilt Fund,JM G-Sec Fund,Rs 5000/-,29-Sep-1992,
134662,JM Financial Asset Management Limited,JM G-Sec Fund - (Direct) Annual Dividend Option,INF192K01KI7,INF192K01KJ5,Open Ended,Debt Scheme - Gilt Fund,JM G-Sec Fund,Rs 5000/-,29-Sep-1992,
134663,JM Financial Asset Management Limited,JM G-Sec Fund - Half Yearly Dividend Option,INF192K01KC0,INF192K01KD8,Open Ended,Debt Scheme - Gilt Fund,JM G-Sec Fund,Rs 5000/-,29-Sep-1992,
134664,JM Financial Asset Management Limited,JM G-Sec Fund - (Direct) Monthly Dividend Option,INF192K01JY6,INF192K01KB2,Open Ended,Debt Scheme - Gilt Fund,JM G-Sec Fund,Rs 5000/-,29-Sep-1992,
120419,JM Financial Asset Management Limited,JM G-Sec Fund - (Direct) Bonus Option - Principal Units,INF192K01CT1,,Open Ended,Debt Scheme - Gilt Fund,JM G-Sec Fund,Rs 5000/-,29-Sep-1992,
120420,JM Financial Asset Management Limited,JM G-Sec Fund - (Direct) - Quarterly Dividend Option,INF192K01CP9,INF192K01CQ7,Open Ended,Debt Scheme - Gilt Fund,JM G-Sec Fund,Rs 5000/-,29-Sep-1992,
120421,JM Financial Asset Management Limited,JM G-Sec Fund - (Direct) - Growth Option,INF192K01CR5,,Open Ended,Debt Scheme - Gilt Fund,JM G-Sec Fund,Rs 5000/-,29-Sep-1992,
134659,JM Financial Asset Management Limited,JM G-Sec Fund - Annual Dividend Option,INF192K01KG1,INF192K01KH9,Open Ended,Debt Scheme - Gilt Fund,JM G-Sec Fund,Rs 5000/-,29-Sep-1992,
134660,JM Financial Asset Management Limited,JM G-Sec Fund - Monthly Dividend Option,INF192K01JW0,INF192K01JX8,Open Ended,Debt Scheme - Gilt Fund,JM G-Sec Fund,Rs 5000/-,29-Sep-1992,
134661,JM Financial Asset Management Limited,JM G-Sec Fund - (Direct) Half Yearly Dividend Option,INF192K01KE6,INF192K01KF3,Open Ended,Debt Scheme - Gilt Fund,JM G-Sec Fund,Rs 5000/-,29-Sep-1992,
100254,JM Financial Asset Management Limited,JM Value Fund (Regular) - Growth Option,INF137A01037,,Open Ended,Equity Schemes - Value Fund,JM Value Fund,Rs. 1000/- and in multiples of Re. 1 thereafter.,25-Mar-1997,24-Apr-1997
106168,JM Financial Asset Management Limited,JM Value Fund (Regular) - IDCW,INF137A01011,INF137A01029,Open Ended,Equity Schemes - Value Fund,JM Value Fund,Rs. 1000/- and in multiples of Re. 1 thereafter.,25-Mar-1997,24-Apr-1997
120485,JM Financial Asset Management Limited,JM Value Fund (Direct) - IDCW,INF192K01BR7,INF192K01BS5,Open Ended,Equity Schemes - Value Fund,JM Value Fund,Rs. 1000/- and in multiples of Re. 1 thereafter.,25-Mar-1997,24-Apr-1997
120486,JM Financial Asset Management Limited,JM Value Fund (Direct) - Growth Option,INF192K01BT3,,Open Ended,Equity Schemes - Value Fund,JM Value Fund,Rs. 1000/- and in multiples of Re. 1 thereafter.,25-Mar-1997,24-Apr-1997
100264,Kotak Mahindra Asset Management Company Limited.,Kotak Gilt Fund -Investment Regular-Payout of Income Distribution cum capital withdrawal option,INF174K01FK1,INF174K01FJ3,Open Ended,Debt Scheme - Gilt Fund,Kotak Gilt Fund,500,02-Jan-2000,02-Jan-2000
100265,Kotak Mahindra Asset Management Company Limited.,Kotak Gilt Fund -Investment Regular-Growth,INF174K01FI5,,Open Ended,Debt Scheme - Gilt Fund,Kotak Gilt Fund,500,02-Jan-2000,02-Jan-2000
100266,Kotak Mahindra Asset Management Company Limited.,Kotak Gilt-Serial 2001-Dividend,,,Open Ended,Debt Scheme - Gilt Fund,Kotak Gilt Fund,500,02-Jan-2000,02-Jan-2000
100267,Kotak Mahindra Asset Management Company Limited.,Kotak Gilt-Serial 2001-Growth,,,Open Ended,Debt Scheme - Gilt Fund,Kotak Gilt Fund,500,02-Jan-2000,02-Jan-2000
100268,Kotak Mahindra Asset Management Company Limited.,Kotak Gilt-Serial 2003-Dividend,,,Open Ended,Debt Scheme - Gilt Fund,Kotak Gilt Fund,500,02-Jan-2000,02-Jan-2000
100269,Kotak Mahindra Asset Management Company Limited.,Kotak Gilt-Serial 2003-Growth,,,Open Ended,Debt Scheme - Gilt Fund,Kotak Gilt Fund,500,02-Jan-2000,02-Jan-2000
119760,Kotak Mahindra Asset Management Company Limited.,Kotak Gilt Fund -Investment  Provident Fund and Trust-Dividend - Direct,INF174K01KN5,INF174K01KO3,Open Ended,Debt Scheme - Gilt Fund,Kotak Gilt Fund,500,02-Jan-2000,02-Jan-2000
100274,Kotak Mahindra Asset Management Company Limited.,Kotak Gilt-Serial 2011-Dividend,,,Open Ended,Debt Scheme - Gilt Fund,Kotak Gilt Fund,500,02-Jan-2000,02-Jan-2000
100280,Kotak Mahindra Asset Management Company Limited.,Kotak Gilt Fund -Investment  Provident Fund and Trust-Payout of Income Distribution cum capital withdrawal option,INF174K01FM7,,Open Ended,Debt Scheme - Gilt Fund,Kotak Gilt Fund,500,02-Jan-2000,02-Jan-2000
100281,Kotak Mahindra Asset Management Company Limited.,Kotak Gilt Fund -Investment  Provident Fund and Trust-Growth,INF174K01FL9,,Open Ended,Debt Scheme - Gilt Fund,Kotak Gilt Fund,500,02-Jan-2000,02-Jan-2000
119757,Kotak Mahindra Asset Management Company Limited.,Kotak Gilt Fund -Investment  Provident Fund and Trust-Growth - Direct,INF174K01KM7,,Open Ended,Debt Scheme - Gilt Fund,Kotak Gilt Fund,500,02-Jan-2000,02-Jan-2000
119758,Kotak Mahindra Asset Management Company Limited.,Kotak Gilt Fund -Investment Regular-Payout of Income Distribution cum capital withdrawal option - Direct,INF174K01KF1,,Open Ended,Debt Scheme - Gilt Fund,Kotak Gilt Fund,500,02-Jan-2000,02-Jan-2000
119759,Kotak Mahindra Asset Management Company Limited.,Kotak Gilt Fund -Investment Regular-Growth - Direct,INF174K01KE4,,Open Ended,Debt Scheme - Gilt Fund,Kotak Gilt Fund,500,02-Jan-2000,02-Jan-2000
100286,Kotak Mahindra Asset Management Company Limited.,Kotak Aggressive Hybrid Fund - Regular Plan - IDCW - Payout & Reinvestment of Income Distribution cum capital withdrawal option,INF174K01450,INF174K01443,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,Kotak Aggressive Hybrid Fund,Rs.1000,29-Nov-1999,29-Nov-1999
